time,ax,ay,az,atotal,wx,wy,wz,type,lon,lat
2022-12-07 13:26:27+00:00,-0.3266279069767442,-0.2299418604651162,0.0113372093023255,1.350777277344688,1.32,0.34,2.35,hand,-123.17911962369946,49.26511503418784
2022-12-07 13:26:28+00:00,-0.0518181818181818,-0.2309696969696969,0.0034545454545454,1.2503655827398212,1.15,0.43,2.17,hand,-123.17909470119615,49.26511498652135
2022-12-07 13:26:29+00:00,0.0035172413793103,-0.0523448275862069,0.1960689655172413,1.0868081035625663,0.96,0.55,1.94,hand,-123.17907119535747,49.26511491932375
2022-12-07 13:26:30+00:00,-0.1949333333333333,-0.7802,0.093,0.9406962968792016,0.76,0.68,1.72,hand,-123.17904771826862,49.26511695841522
2022-12-07 13:26:31+00:00,-0.0517006802721088,-0.0118367346938775,-0.00578231292517,0.9119059743646958,0.59,0.77,1.57,hand,-123.17902290208328,49.26512062470234
2022-12-07 13:26:32+00:00,-0.023984962406015,-0.0061654135338345,-0.0235338345864661,1.100197522470476,0.44,0.74,1.47,hand,-123.1789994166698,49.265122655461894
2022-12-07 13:26:33+00:00,0.0003125,-0.008203125,-0.021796875,1.5777389529400718,0.37,0.66,1.42,hand,-123.1789755131473,49.265124920474356
2022-12-07 13:26:34+00:00,-0.1500746268656716,0.082910447761194,-0.0922388059701492,2.3644041832139755,0.35,0.51,1.36,hand,-123.17895516118449,49.26512454261895
2022-12-07 13:26:35+00:00,-0.2363265306122449,0.6422448979591836,-0.3717006802721088,3.41184178949286,0.37,0.33,1.23,hand,-123.17893367816188,49.26512480163195
2022-12-07 13:26:36+00:00,0.1118,-0.1682,-0.2627333333333334,4.600444098542746,0.37,0.12,1.01,hand,-123.17890994212539,49.26512610206644
2022-12-07 13:26:37+00:00,4.704933333333333,0.1636666666666666,-1.6822666666666668,5.766066574950092,0.35,-0.14,0.72,hand,-123.17889077920427,49.265128036001244
2022-12-07 13:26:38+00:00,2.9359333333333333,-3.3558666666666666,-0.1842666666666666,6.764802212035844,0.27,-0.36,0.38,hand,-123.17886968835022,49.265130830487195
2022-12-07 13:26:39+00:00,4.138133333333333,0.6018000000000001,-0.6109333333333333,7.530833617074954,0.16,-0.48,0.0,hand,-123.17884514532446,49.26513163333183
2022-12-07 13:26:40+00:00,3.349310344827586,-2.0682758620689654,-0.7864827586206897,8.073479836605822,0.06,-0.53,-0.38,hand,-123.17882344341437,49.26513193590314
2022-12-07 13:26:41+00:00,2.501156462585034,-2.6810204081632656,-0.0264625850340136,8.431064094803293,-0.07,-0.6,-0.72,hand,-123.17880135760724,49.26513239870988
2022-12-07 13:26:42+00:00,4.762442748091603,0.4448091603053434,-0.5859541984732825,8.637109264868755,-0.24,-0.72,-0.99,hand,-123.17877669884882,49.26513399263974
2022-12-07 13:26:43+00:00,4.585166666666667,-0.6144166666666666,-0.8739166666666667,8.7211729292144,-0.44,-0.85,-1.23,hand,-123.1787561521238,49.265136055122696
2022-12-07 13:26:44+00:00,3.5507,-1.5373,-0.5291,8.720217407726333,-0.69,-0.9,-1.45,hand,-123.17873320963865,49.26513538313864
2022-12-07 13:26:45+00:00,3.1065,-1.2903,-0.9376,8.669200527817718,-0.94,-0.83,-1.67,hand,-123.17871200316786,49.26513480122007
2022-12-07 13:26:46+00:00,4.180990099009901,-2.085346534653465,-1.041980198019802,8.583824080205055,-1.17,-0.65,-1.88,hand,-123.17868944339263,49.265132994728106
2022-12-07 13:26:47+00:00,3.8106,-2.3881,-0.3648,8.469275699713839,-1.38,-0.4,-2.08,hand,-123.17866665084738,49.265131249125275
2022-12-07 13:26:48+00:00,3.6195,-2.0544,-0.7306,8.344084994791586,-1.57,-0.09,-2.29,hand,-123.17864300730909,49.265131722698456
2022-12-07 13:26:49+00:00,1.7895,-0.8237000000000001,-0.6609999999999999,8.236401138943236,-1.75,0.22,-2.49,hand,-123.17861807753773,49.26513259822831
2022-12-07 13:26:50+00:00,3.525049504950495,-3.868019801980198,0.5308910891089109,8.15011298910407,-1.91,0.48,-2.69,hand,-123.17859438616601,49.26513284057764
2022-12-07 13:26:51+00:00,3.3691000000000004,-0.7759,-0.3427,8.047760698297102,-2.06,0.68,-2.88,hand,-123.17857013828461,49.265133834654385
2022-12-07 13:26:52+00:00,3.6927,-0.0909,-0.3132999999999999,7.876093272907903,-2.18,0.79,-3.05,hand,-123.17854810111186,49.26513317192055
2022-12-07 13:26:53+00:00,3.9168,-0.4167,-0.2392,7.607794686065496,-2.28,0.75,-3.16,hand,-123.1785236427517,49.265134257056104
2022-12-07 13:26:54+00:00,2.251485148514852,-0.5632673267326733,-0.1145544554455445,7.262764651669757,-2.31,0.64,-3.22,hand,-123.17850242283195,49.26513478749179
2022-12-07 13:26:55+00:00,2.3811,-1.0303,0.6645,6.893257826703107,-2.28,0.5,-3.22,hand,-123.1784805771747,49.26513516333365
2022-12-07 13:26:56+00:00,2.5297,-1.143,0.5271,6.553133562446188,-2.2,0.32,-3.21,hand,-123.17845863878921,49.265135917946395
2022-12-07 13:26:57+00:00,2.3658,-0.3843,-0.1373,6.286723094588525,-2.1,0.18,-3.24,hand,-123.17843668611644,49.26513686556146
2022-12-07 13:26:58+00:00,2.276521739130435,-0.5734782608695652,0.3319565217391304,6.134433948999564,-2.0,0.09,-3.29,hand,-123.1784130390712,49.26513715383612
2022-12-07 13:26:59+00:00,0.2423232323232323,-1.403030303030303,0.2447474747474747,6.126664189086962,-1.92,0.07,-3.36,hand,-123.17839422305805,49.26513580810916
2022-12-07 13:27:00+00:00,0.2467,-1.0598,0.1307,6.256589230768964,-1.88,0.07,-3.45,hand,-123.17837391358815,49.26513513177781
2022-12-07 13:27:01+00:00,3.1525773195876288,-1.5850515463917525,-0.5771134020618557,6.461390913446331,-1.86,0.1,-3.53,hand,-123.17835325410103,49.26513533081194
2022-12-07 13:27:02+00:00,4.02031914893617,-0.7605319148936169,-0.5802127659574468,6.6530110713415835,-1.85,0.13,-3.59,hand,-123.17833272400735,49.265138334640696
2022-12-07 13:27:03+00:00,3.485,-1.0907,-0.2311,6.774715170617744,-1.8,0.07,-3.6,hand,-123.17831202929524,49.26514066600478
2022-12-07 13:27:04+00:00,2.7083,-0.8654000000000001,0.2122,6.821921197941544,-1.69,-0.06,-3.59,hand,-123.17829019092622,49.26514459881057
2022-12-07 13:27:05+00:00,2.9679,-0.9116,-0.2385,6.823706770390994,-1.52,-0.2,-3.58,hand,-123.17826995288415,49.26515097067439
2022-12-07 13:27:06+00:00,1.581980198019802,-1.0331683168316832,0.2932673267326732,6.819776362341135,-1.32,-0.34,-3.56,hand,-123.17824834705755,49.26515414203881
2022-12-07 13:27:07+00:00,2.1534,-0.3432,-0.2495,6.844050472807918,-1.12,-0.42,-3.56,hand,-123.17822816429234,49.26515561960196
2022-12-07 13:27:08+00:00,3.7857142857142856,-0.1445054945054945,-0.1749450549450549,6.9111154791612135,-0.96,-0.42,-3.56,hand,-123.17820657820964,49.26515607254203
2022-12-07 13:27:09+00:00,2.775555555555555,-1.0656565656565655,-0.5150505050505051,7.014860179697154,-0.87,-0.33,-3.54,hand,-123.1781833906724,49.26515494040723
2022-12-07 13:27:10+00:00,2.85054945054945,-0.928021978021978,-0.0638461538461538,7.143356610725343,-0.83,-0.21,-3.51,hand,-123.1781589926534,49.265153044678584
2022-12-07 13:27:11+00:00,2.7699000000000003,-1.4197,-0.3134,7.291349884504901,-0.82,-0.13,-3.47,hand,-123.17813766958713,49.26514947695983
2022-12-07 13:27:12+00:00,2.736489361702128,-2.123617021276596,-0.1320212765957446,7.458466998277792,-0.83,-0.05,-3.43,hand,-123.1781168990927,49.26514600567987
2022-12-07 13:27:13+00:00,2.7470833333333338,-1.7263541666666666,-0.3941666666666666,7.639460164358203,-0.85,0.01,-3.35,hand,-123.17809789887278,49.26514256691375
2022-12-07 13:27:14+00:00,3.350612244897959,-1.9507142857142856,-0.2202040816326531,7.815631287160787,-0.87,0.08,-3.23,hand,-123.17807937152953,49.26514215070002
2022-12-07 13:27:15+00:00,3.2306451612903224,-1.7764516129032255,-0.5182795698924731,7.954828129058454,-0.85,0.17,-3.05,hand,-123.17805889230047,49.265142786587205
2022-12-07 13:27:16+00:00,4.270111111111111,-2.256,-0.1156666666666666,8.024384941320346,-0.8,0.28,-2.83,hand,-123.17803921319138,49.26514243529291
2022-12-07 13:27:17+00:00,3.865888888888889,-0.4323333333333333,-0.5861111111111111,8.013595708928651,-0.72,0.41,-2.59,hand,-123.17802440200273,49.26514323294202
2022-12-07 13:27:18+00:00,3.879638554216867,0.3859036144578313,-0.6191566265060241,7.94373340001456,-0.62,0.53,-2.33,hand,-123.17801608482418,49.26514386104947
2022-12-07 13:27:19+00:00,4.302954545454546,-0.0652272727272726,-0.0677272727272727,7.8494419473442445,-0.52,0.62,-2.08,hand,-123.1780139298923,49.26514426810596
2022-12-07 13:27:20+00:00,3.545555555555556,-1.9677777777777776,-0.1899999999999999,7.759166777277691,-0.43,0.7,-1.85,hand,-123.17801163962262,49.26514427223465
2022-12-07 13:27:21+00:00,2.6414444444444443,-2.4628888888888887,0.0953333333333333,7.698865459199926,-0.35,0.74,-1.65,hand,-123.17800727778955,49.26514380957914
2022-12-07 13:27:22+00:00,2.523092783505154,-1.9527835051546396,-0.2268041237113402,7.693121994792002,-0.28,0.72,-1.45,hand,-123.1779977235293,49.265142611906484
2022-12-07 13:27:23+00:00,2.7235106382978724,-1.7430851063829786,-0.2469148936170213,7.74697508045434,-0.21,0.64,-1.28,hand,-123.17798106688643,49.26513992284596
2022-12-07 13:27:24+00:00,3.999666666666666,-1.8938888888888887,-0.1326666666666666,7.837476606898967,-0.09,0.51,-1.12,hand,-123.17796272080352,49.26513621708186
2022-12-07 13:27:25+00:00,3.5173,-1.0954,-0.9469,7.932911414084079,0.06,0.34,-0.99,hand,-123.17794384190695,49.265129844929454
2022-12-07 13:27:26+00:00,3.8091,-1.0842999999999998,0.1764,8.014523886582055,0.23,0.13,-0.86,hand,-123.17793091368696,49.26511677563731
2022-12-07 13:27:27+00:00,3.5867021276595743,-0.3648936170212767,0.6102127659574468,8.076192135327176,0.38,-0.13,-0.71,hand,-123.17792680154342,49.265100334450324
2022-12-07 13:27:28+00:00,4.352234042553191,-0.2878723404255319,-0.120531914893617,8.110591053413625,0.49,-0.35,-0.47,hand,-123.1779276249442,49.26508435597517
2022-12-07 13:27:29+00:00,4.525806451612903,-0.5213978494623656,-0.1754838709677419,8.10223299015823,0.57,-0.47,-0.17,hand,-123.17793037563587,49.265065848995825
2022-12-07 13:27:30+00:00,4.0219,-1.4302,0.2824,8.037528403666126,0.65,-0.47,0.14,hand,-123.1779302559378,49.265049271299524
2022-12-07 13:27:31+00:00,3.318064516129032,-1.5862365591397851,0.1634408602150537,7.922647588428898,0.71,-0.44,0.41,hand,-123.17792835564313,49.26503581626165
2022-12-07 13:27:32+00:00,2.9434693877551017,-1.8266326530612245,0.1015306122448979,7.7872137913647705,0.77,-0.43,0.63,hand,-123.17792462364574,49.26502037856948
2022-12-07 13:27:33+00:00,2.9762,-1.2729,-0.3505,7.668439972963941,0.86,-0.42,0.84,hand,-123.17792067495755,49.26499935425566
2022-12-07 13:27:34+00:00,2.6273,-1.7975,0.154,7.590865210267617,0.99,-0.41,1.11,hand,-123.17791906036224,49.26498304551957
2022-12-07 13:27:35+00:00,2.9146,-2.0349,0.3818999999999999,7.554518418695761,1.13,-0.39,1.43,hand,-123.17791900520315,49.264970678104966
2022-12-07 13:27:36+00:00,3.0081318681318683,-1.9684615384615385,-0.1186813186813186,7.536762563513128,1.28,-0.3,1.81,hand,-123.1779163124901,49.26495552810533
2022-12-07 13:27:37+00:00,4.4614,-1.1194,-0.6453,7.511070264785436,1.41,-0.12,2.18,hand,-123.17791352006147,49.26493869728063
2022-12-07 13:27:38+00:00,2.8198000000000003,-0.3797,-0.0458,7.471451090606822,1.5,0.13,2.51,hand,-123.17791308629106,49.26492249709086
2022-12-07 13:27:39+00:00,2.4908,-0.2804,0.353,7.433873868320295,1.52,0.36,2.79,hand,-123.17791249117478,49.26490650204161
2022-12-07 13:27:40+00:00,3.7827,-0.3541999999999999,0.4625,7.4117014730321875,1.48,0.55,3.01,hand,-123.17791041749203,49.26489082664435
2022-12-07 13:27:41+00:00,3.3932,-0.2274,0.0594999999999999,7.400166027014478,1.4,0.65,3.17,hand,-123.17790968626271,49.26487567198238
2022-12-07 13:27:42+00:00,3.1184,-0.4445,-0.0917999999999999,7.38491291120936,1.29,0.62,3.28,hand,-123.1779062086581,49.264859302473965
2022-12-07 13:27:43+00:00,3.239009900990099,-1.135742574257426,0.1459405940594059,7.355860715772552,1.17,0.53,3.36,hand,-123.17790643091428,49.26484421395651
2022-12-07 13:27:44+00:00,2.4871,-1.2264,0.375,7.313343159851897,1.05,0.42,3.42,hand,-123.17790550435076,49.26482991470484
2022-12-07 13:27:45+00:00,2.256138613861386,-1.119009900990099,0.1979207920792079,7.261302231171542,0.96,0.33,3.46,hand,-123.1779091589287,49.26481488952929
2022-12-07 13:27:46+00:00,2.5901,-1.8834,0.4177,7.188290442238523,0.9,0.25,3.47,hand,-123.17791041266727,49.26480071363706
2022-12-07 13:27:47+00:00,2.1429,-1.3472,0.1856,7.0539390581930865,0.86,0.18,3.44,hand,-123.17790975022514,49.26478650857658
2022-12-07 13:27:48+00:00,2.0487,-1.0338,0.0711,6.793725197231868,0.85,0.11,3.4,hand,-123.17790940238262,49.26477036785324
2022-12-07 13:27:49+00:00,3.29990099009901,-0.8569306930693069,0.3095049504950495,6.338884861287885,0.83,0.06,3.34,hand,-123.17791449506306,49.264753704731355
2022-12-07 13:27:50+00:00,4.063030303030303,-0.7471717171717172,0.0435353535353535,5.650004443520383,0.82,0.0,3.31,hand,-123.17792196511186,49.26473833222283
2022-12-07 13:27:51+00:00,2.8547524752475244,-0.1597029702970297,0.059009900990099,4.756088421514925,0.79,-0.06,3.29,hand,-123.17792921488875,49.26472338111868
2022-12-07 13:27:52+00:00,0.9352525252525252,-0.6014141414141414,0.7122222222222223,3.7720745590141536,0.75,-0.07,3.24,hand,-123.17793668642705,49.26470963185213
2022-12-07 13:27:53+00:00,-0.3373529411764706,-0.0949019607843137,0.7981372549019607,2.875298629493336,0.71,-0.06,3.16,hand,-123.17794218364945,49.26469552478202
2022-12-07 13:27:54+00:00,-0.1743,0.3695,0.2837,2.2509089122144843,0.67,0.0,3.05,hand,-123.17794534794795,49.26468101649827
2022-12-07 13:27:55+00:00,-0.1913461538461538,0.0981730769230769,0.0574038461538461,2.0353895529285304,0.61,0.11,2.91,hand,-123.17794547717223,49.26466575217148
2022-12-07 13:27:56+00:00,-0.1478571428571428,0.1230357142857142,-0.0499107142857142,2.2818451724615905,0.54,0.26,2.75,hand,-123.17794141786904,49.26464950227901
2022-12-07 13:27:57+00:00,0.0716806722689075,0.7874789915966386,0.0049579831932773,2.9469319882593807,0.48,0.44,2.63,hand,-123.17793896476704,49.26463504245407
2022-12-07 13:27:58+00:00,0.7223611111111111,0.3676388888888889,-0.3752083333333333,3.8956439778006673,0.4,0.62,2.55,hand,-123.17793705074529,49.26462142116302
2022-12-07 13:27:59+00:00,2.050533333333333,-2.2741333333333333,-0.8494666666666667,4.937286851092749,0.34,0.75,2.54,hand,-123.17793676420268,49.26460806338338
2022-12-07 13:28:00+00:00,3.68,0.0697945205479452,-1.5394520547945203,5.889185168433808,0.3,0.82,2.58,hand,-123.177935376905,49.264594173486955
2022-12-07 13:28:01+00:00,2.6510204081632653,-3.113265306122449,-0.2042176870748299,6.6304617784705275,0.3,0.8,2.62,hand,-123.17793252126071,49.26457963837974
2022-12-07 13:28:02+00:00,3.629466666666666,-1.5156,-0.7362666666666666,7.121927116057251,0.31,0.73,2.63,hand,-123.17792671909494,49.26456368145571
2022-12-07 13:28:03+00:00,0.5833774834437087,-1.2659602649006625,0.1794701986754967,7.395077483278028,0.33,0.66,2.62,hand,-123.17792169919431,49.26454842323117
2022-12-07 13:28:04+00:00,4.254357142857143,-0.9779285714285714,-1.0507142857142855,7.515693755147081,0.35,0.61,2.62,hand,-123.17791780269377,49.264533314456564
2022-12-07 13:28:05+00:00,1.36869918699187,-1.5617886178861788,-0.5105691056910568,7.551429119302246,0.37,0.56,2.63,hand,-123.17791463913176,49.264519204129634
2022-12-07 13:28:06+00:00,1.2791044776119402,-1.2797014925373136,-0.5811940298507462,7.562334837566232,0.4,0.53,2.63,hand,-123.17790999954894,49.26450480091602
2022-12-07 13:28:07+00:00,1.7415686274509805,-3.228235294117647,-0.4943137254901961,7.584555013727666,0.43,0.5,2.6,hand,-123.17790485566354,49.26449043345582
2022-12-07 13:28:08+00:00,4.428833333333333,-0.5855,-1.3816666666666668,7.611508002528852,0.46,0.47,2.57,hand,-123.17790351268677,49.26447541533193
2022-12-07 13:28:09+00:00,1.2445,-6.615333333333334,0.1933333333333333,7.608476186704077,0.47,0.41,2.5,hand,-123.17790179894254,49.264460583980835
2022-12-07 13:28:10+00:00,6.23,2.3483333333333336,-1.0093333333333334,7.5468077182797915,0.49,0.28,2.38,hand,-123.17790413014474,49.2644472147367
2022-12-07 13:28:11+00:00,-0.4625862068965518,-6.785,-0.1836206896551724,7.420802604760465,0.55,0.09,2.22,hand,-123.17791151080623,49.26443289440709
2022-12-07 13:28:12+00:00,5.161805555555556,0.6226388888888889,-0.5562499999999999,7.241286946191211,0.68,-0.11,2.04,hand,-123.17792909185198,49.26441865683122
2022-12-07 13:28:13+00:00,3.085375,-0.8036249999999999,-0.41825,7.02775062635749,0.87,-0.28,1.88,hand,-123.17794891700439,49.264408390499305
2022-12-07 13:28:14+00:00,1.348395061728395,-2.137901234567901,0.0438271604938271,6.80877540348202,1.06,-0.39,1.74,hand,-123.17796944931726,49.26439934777338
2022-12-07 13:28:15+00:00,0.6536666666666666,-3.642833333333333,-0.7515,6.617307162832566,1.17,-0.41,1.57,hand,-123.17798803059183,49.26439191615025
2022-12-07 13:28:16+00:00,4.186101694915254,2.329491525423729,-0.6971186440677967,6.479105686763178,1.15,-0.36,1.31,hand,-123.17801173711857,49.26438661196331
2022-12-07 13:28:17+00:00,-0.36578125,-3.760625,-0.55359375,6.405603676196797,1.02,-0.26,0.99,hand,-123.1780351798905,49.26438025950851
2022-12-07 13:28:19+00:00,2.6924444444444444,-0.1918888888888888,-0.8684444444444444,6.392365853396704,0.65,-0.47,0.27,hand,-123.17806195153467,49.26437142990094
2022-12-07 13:28:20+00:00,3.0012903225806453,-0.5133333333333333,-0.2921505376344085,6.423050146169546,0.6,-0.7,-0.02,hand,-123.17809120173737,49.264363082910194
2022-12-07 13:28:21+00:00,1.8960344827586209,-3.347586206896552,0.2086206896551724,6.480424088240789,0.69,-0.81,-0.21,hand,-123.17811782610772,49.26435619839767
2022-12-07 13:28:22+00:00,2.166428571428572,-1.3885714285714286,-0.3427142857142857,6.557001341345561,0.85,-0.83,-0.31,hand,-123.17814281872114,49.264352145613735
2022-12-07 13:28:23+00:00,1.6813999999999998,-0.7078,-0.3433,6.65721027486771,0.95,-0.9,-0.39,hand,-123.17816675753645,49.26434858613897
2022-12-07 13:28:24+00:00,2.447142857142857,1.5091428571428571,-0.3347142857142857,6.786253656470658,0.93,-1.0,-0.49,hand,-123.17818783641493,49.264347104697514
2022-12-07 13:28:25+00:00,2.719,-1.29475,-0.3445,6.931757845579225,0.77,-1.02,-0.65,hand,-123.17820819046383,49.264344272974164
2022-12-07 13:28:26+00:00,-0.5221428571428571,-4.320142857142857,-0.5375714285714286,7.056456687899628,0.51,-0.9,-0.87,hand,-123.1782350577196,49.26434179557584
2022-12-07 13:28:27+00:00,7.869811320754717,2.1760377358490564,-1.3520754716981132,7.109819372867361,0.17,-0.67,-1.19,hand,-123.17826123053231,49.26433924492762
2022-12-07 13:28:28+00:00,-0.1763793103448276,-6.574137931034483,0.1727586206896551,7.058842230193682,-0.22,-0.36,-1.56,hand,-123.17828807026356,49.26433676020919
2022-12-07 13:28:29+00:00,3.2155172413793105,-1.3113793103448277,-0.3990804597701149,6.919171909313506,-0.61,-0.04,-1.96,hand,-123.17831029539616,49.264333856941
2022-12-07 13:28:30+00:00,3.550634920634921,2.250793650793651,-0.1733333333333333,6.75161870233168,-0.97,0.22,-2.33,hand,-123.17833482097367,49.264329605606996
2022-12-07 13:28:31+00:00,-0.044931506849315,-3.022191780821918,0.5058904109589041,6.624013880773676,-1.26,0.44,-2.65,hand,-123.17835744180456,49.264324872247734
2022-12-07 13:28:32+00:00,1.620649350649351,-1.1007792207792209,-0.1172727272727272,6.570674699944968,-1.47,0.55,-2.9,hand,-123.17838035889253,49.264318833608556
2022-12-07 13:28:33+00:00,2.317875,-0.431375,-0.457125,6.582336400039537,-1.58,0.6,-3.09,hand,-123.17840447263384,49.26431532669765
2022-12-07 13:28:34+00:00,2.524257425742574,-1.4886138613861386,0.0103960396039604,6.629455437020025,-1.59,0.58,-3.21,hand,-123.17842983272868,49.26431310258888
2022-12-07 13:28:35+00:00,4.009714285714286,0.545142857142857,-0.4025714285714286,6.686952952762404,-1.55,0.48,-3.28,hand,-123.17845460757788,49.26431128076502
2022-12-07 13:28:36+00:00,-0.8125,-5.0615,0.3586666666666666,6.738907804487441,-1.47,0.3,-3.35,hand,-123.17847918356516,49.264309238219255
2022-12-07 13:28:37+00:00,6.5976,2.6632,-1.6962000000000002,6.770011793102674,-1.38,0.1,-3.39,hand,-123.17850234404594,49.26430669315573
2022-12-07 13:28:38+00:00,-0.9344,-6.376799999999999,1.4826,6.765945706681906,-1.31,-0.13,-3.43,hand,-123.1785249948393,49.264304806567814
2022-12-07 13:28:39+00:00,7.01575,3.103,-1.324,6.731163305622508,-1.26,-0.32,-3.49,hand,-123.17854549098216,49.264302870600794
2022-12-07 13:28:40+00:00,1.8043396226415092,-1.2700943396226414,-0.1523584905660377,6.702882609192029,-1.22,-0.44,-3.54,hand,-123.1785650530037,49.26430039168584
2022-12-07 13:28:41+00:00,-1.31546875,-2.898125,0.2971875,6.735499234454553,-1.19,-0.54,-3.59,hand,-123.17858626126927,49.26429654519782
2022-12-07 13:28:42+00:00,3.1698360655737705,0.6088524590163934,-0.6585245901639345,6.857773097865926,-1.18,-0.63,-3.67,hand,-123.17861067677902,49.26429165000912
2022-12-07 13:28:44+00:00,3.0225,-1.455,-0.0736,7.045144886613833,-1.16,-0.72,-3.79,hand,-123.17863907644588,49.26428459404162
2022-12-07 13:28:45+00:00,3.6215,-1.9088,-0.1669,7.236530736879428,-1.13,-0.76,-3.79,hand,-123.17866766235936,49.26427739591027
2022-12-07 13:28:46+00:00,3.8207,-1.9363,-0.075,7.371040204161531,-1.08,-0.79,-3.74,hand,-123.17869068366407,49.26427218694043
2022-12-07 13:28:47+00:00,3.1483168316831684,-2.07980198019802,0.3496039603960396,7.413045364640946,-1.0,-0.8,-3.67,hand,-123.17871422110426,49.26426742910485
2022-12-07 13:28:48+00:00,3.1145,-1.9362,0.3354999999999999,7.359551545611971,-0.91,-0.81,-3.61,hand,-123.17873649006802,49.26426211238119
2022-12-07 13:28:49+00:00,2.4735,-1.8234,-0.2193999999999999,7.236746677589134,-0.85,-0.79,-3.59,hand,-123.1787589692284,49.26425620043874
2022-12-07 13:28:50+00:00,2.1754,-2.6092,0.0938,7.092870844658626,-0.84,-0.73,-3.57,hand,-123.17877987719488,49.26425123904362
2022-12-07 13:28:51+00:00,1.8613,-1.9861,-0.0921,6.986306624364566,-0.86,-0.65,-3.53,hand,-123.1788011862563,49.26424794196154
2022-12-07 13:28:52+00:00,1.9165346534653465,-0.8037623762376238,0.1135643564356435,6.967126267898235,-0.9,-0.56,-3.47,hand,-123.1788202622445,49.26424557866343
2022-12-07 13:28:53+00:00,1.9778,-1.2778,-0.7149,7.059321438518128,-0.96,-0.44,-3.41,hand,-123.17884094776988,49.264243565495335
2022-12-07 13:28:54+00:00,1.8548,-1.6482,-0.3059,7.250940235427202,-1.03,-0.29,-3.39,hand,-123.17886155952436,49.26424063603564
2022-12-07 13:28:55+00:00,2.4036734693877557,-2.369285714285714,-0.2180612244897959,7.493215926258175,-1.11,-0.07,-3.38,hand,-123.1788806009217,49.264238084823255
2022-12-07 13:28:56+00:00,3.634175824175824,-2.742857142857143,-0.4357142857142857,7.713092691160558,-1.2,0.21,-3.36,hand,-123.17889907752165,49.264235489089685
2022-12-07 13:28:57+00:00,6.157843137254902,2.3233333333333333,1.7303921568627452,7.843022196371604,-1.3,0.52,-3.28,hand,-123.17891462293026,49.26423281181281
2022-12-07 13:28:58+00:00,1.3738,-6.932799999999999,-0.7352,7.851798844535759,-1.42,0.82,-3.13,hand,-123.17893063970993,49.2642312551364
2022-12-07 13:28:59+00:00,4.609555555555556,-0.2764444444444444,0.7917777777777778,7.75389935130786,-1.54,1.02,-2.92,hand,-123.17894891276337,49.264230356573485
2022-12-07 13:29:00+00:00,2.640217391304348,-2.4408695652173917,-1.1871739130434782,7.5928292375456135,-1.61,1.11,-2.67,hand,-123.17897040797783,49.26423204444887
2022-12-07 13:29:01+00:00,3.3470000000000004,-1.5216666666666665,0.4933333333333333,7.4118498119721385,-1.56,1.08,-2.4,hand,-123.17899241243502,49.26423365487969
2022-12-07 13:29:02+00:00,2.462222222222222,-2.6256666666666666,0.8936666666666666,7.241591907049009,-1.39,1.0,-2.12,hand,-123.1790119943563,49.26423436649772
2022-12-07 13:29:03+00:00,-0.5304285714285715,-4.549857142857143,-0.4008571428571428,7.1121986546071145,-1.14,0.94,-1.81,hand,-123.17903370622024,49.26423323482777
2022-12-07 13:29:04+00:00,2.3187777777777776,-2.3364444444444445,0.0538888888888888,7.055694888662384,-0.85,0.87,-1.49,hand,-123.17905394215549,49.264234690876435
2022-12-07 13:29:05+00:00,4.232333333333333,1.7123333333333333,-0.0886666666666666,7.087659620596518,-0.53,0.77,-1.18,hand,-123.1790752818057,49.26424014209477
2022-12-07 13:29:06+00:00,2.7818,-1.8921,0.0920999999999999,7.194919960323717,-0.23,0.58,-0.93,hand,-123.17909597171483,49.264249601725034
2022-12-07 13:29:07+00:00,2.8674,-2.7903,0.3026999999999999,7.34476449391007,0.04,0.31,-0.72,hand,-123.1791181197075,49.26425903628538
2022-12-07 13:29:08+00:00,-0.0442622950819672,-6.761967213114755,0.4895081967213114,7.509195870367743,0.25,0.0,-0.53,hand,-123.17914034777196,49.26426445690464
2022-12-07 13:29:09+00:00,5.999322033898305,1.7213559322033898,-0.2027118644067796,7.67930596909191,0.4,-0.28,-0.28,hand,-123.17916093986501,49.264269532878544
2022-12-07 13:29:10+00:00,1.0245833333333332,-4.004583333333333,0.2213888888888888,7.853826681419314,0.49,-0.41,0.08,hand,-123.17917954907324,49.26427251395928
2022-12-07 13:29:11+00:00,2.605612244897959,-3.7184693877551034,0.1125510204081632,8.020311431906842,0.52,-0.39,0.46,hand,-123.1791967350919,49.2642763964152
2022-12-07 13:29:12+00:00,3.712909090909091,-2.8404545454545453,-0.0537272727272727,8.152047895247305,0.54,-0.34,0.79,hand,-123.17921651931545,49.26428096929351
2022-12-07 13:29:13+00:00,3.159009009009009,-2.603963963963964,0.1509009009009009,8.219645896456921,0.58,-0.33,1.04,hand,-123.17923860176819,49.264285146237654
2022-12-07 13:29:14+00:00,3.1676,-3.0204000000000004,0.2241,8.201353383702065,0.65,-0.33,1.24,hand,-123.17926469725599,49.264290644991355
2022-12-07 13:29:15+00:00,2.9476,-1.2354,0.6269,8.087291020616801,0.77,-0.33,1.47,hand,-123.17928973032731,49.264295284184115
2022-12-07 13:29:16+00:00,2.9849,-1.4152,0.3179,7.883216295966166,0.91,-0.3,1.8,hand,-123.17931167742691,49.264299171187965
2022-12-07 13:29:17+00:00,2.4566,-0.4841,0.5011,7.610131772302567,1.02,-0.22,2.19,hand,-123.17933402611158,49.26430447532545
