time,ax,ay,az,atotal,wx,wy,wz,type,lon,lat
2022-12-08 21:24:04+00:00,-0.1018367346938775,-0.0475510204081632,-0.0465306122448979,0.48847866867134904,0.02,1.88,1.34,ankle,-123.17871312078482,49.26427389499438
2022-12-08 21:24:05+00:00,-0.0493939393939393,-0.0561616161616161,-0.034040404040404,0.5504712961593505,0.33,2.79,1.1,ankle,-123.17873754128014,49.264276235088424
2022-12-08 21:24:06+00:00,-0.0836,-0.0191,-0.0133,0.633820374917462,0.55,3.57,0.82,ankle,-123.17875954185679,49.26427868865696
2022-12-08 21:24:07+00:00,-0.0302999999999999,-0.0197,-0.0665,0.7351389307319628,0.64,3.82,0.68,ankle,-123.17877967015164,49.26428032483615
2022-12-08 21:24:08+00:00,-0.1206,-0.0281,-0.0019999999999999,0.8423775414145938,0.72,3.33,0.7,ankle,-123.17880020172908,49.264282614277505
2022-12-08 21:24:09+00:00,-0.0724752475247524,-0.0481188118811881,-0.005049504950495,0.9331594866125046,0.4,2.9,0.76,ankle,-123.17882197487297,49.26428265838919
2022-12-08 21:24:10+00:00,-0.0344999999999999,-0.0787,-0.0977,0.9790269456188037,-0.31,1.05,0.62,ankle,-123.17884264903931,49.26428238871102
2022-12-08 21:24:11+00:00,-0.2037,-0.1606,0.0479,0.9601768263869633,-0.77,0.53,0.36,ankle,-123.17886396030659,49.26427927199054
2022-12-08 21:24:12+00:00,-0.0567,-0.0926999999999999,-0.1486,0.881537521281645,-0.76,0.72,-0.02,ankle,-123.17888660378873,49.26427751767784
2022-12-08 21:24:13+00:00,-0.0883838383838383,0.029090909090909,-0.0781818181818181,0.7706923876112883,-0.79,0.44,-0.17,ankle,-123.17890804992138,49.26427594917284
2022-12-08 21:24:14+00:00,-0.0839,-0.0729,-0.0012999999999999,0.6590814243541545,-0.86,0.26,-0.18,ankle,-123.17892913698034,49.26427355331263
2022-12-08 21:24:15+00:00,-0.076,-0.0512,-0.0960999999999999,0.5674891639178876,-0.87,0.56,-0.22,ankle,-123.17895193820831,49.26427085973894
2022-12-08 21:24:16+00:00,-0.0333,-0.069,0.0104,0.5039379559103755,-0.82,1.22,-0.24,ankle,-123.17897414298888,49.26426866491173
2022-12-08 21:24:17+00:00,-0.1019191919191919,0.0112121212121212,-0.1349494949494949,0.4674579397168602,-0.56,1.87,-0.22,ankle,-123.1789939847384,49.26426755734862
2022-12-08 21:24:18+00:00,-0.0289999999999999,-0.0059,-0.0843,0.4525330302826328,-0.14,2.42,-0.1,ankle,-123.17901775003422,49.264266931109894
2022-12-08 21:24:19+00:00,-0.0131,-0.0213999999999999,-0.0904999999999999,0.452888631769353,0.31,2.65,-0.03,ankle,-123.17904082659928,49.264266793993556
2022-12-08 21:24:20+00:00,-0.0343,-0.0658,-0.0852,0.46415796780983465,0.78,2.61,0.09,ankle,-123.17906619453069,49.26426441542738
2022-12-08 21:24:21+00:00,-0.0749473684210526,-0.055578947368421,-0.0316842105263157,0.4831845967964178,1.05,2.42,0.5,ankle,-123.17909794484976,49.2642601392334
2022-12-08 21:24:22+00:00,0.0022999999999999,0.0276,-0.1535,0.503714904934962,1.25,2.18,1.02,ankle,-123.17911864662679,49.26425614816315
2022-12-08 21:24:23+00:00,-0.1003,-0.0899,0.0172,0.5142041693560598,1.53,1.93,1.41,ankle,-123.17913757711047,49.26425330416961
2022-12-08 21:24:24+00:00,-0.0072,-0.0496999999999999,-0.0583,0.5013461192547941,1.83,2.0,1.72,ankle,-123.17915363604223,49.26425306703075
2022-12-08 21:24:25+00:00,-0.0575247524752475,-0.0159405940594059,-0.0371287128712871,0.4572522615382575,2.26,2.46,1.83,ankle,-123.1791740242156,49.26425381200282
2022-12-08 21:24:26+00:00,-0.0544,-0.0316,-0.0312,0.38625230961362794,2.76,2.93,1.72,ankle,-123.17919849880006,49.26425531176748
2022-12-08 21:24:27+00:00,-0.0102,-0.0041,0.0139,0.30390156830911824,3.46,2.8,1.35,ankle,-123.17922029401218,49.26425786921675
2022-12-08 21:24:28+00:00,0.0008,-0.0091,-0.0074,0.22706315528089796,4.16,2.98,1.01,ankle,-123.17923987523763,49.26426069395635
2022-12-08 21:24:29+00:00,-0.0050467289719626,-0.0241121495327102,0.004018691588785,0.16605910143606278,4.43,2.85,0.63,ankle,-123.17925590092743,49.264261075817885
2022-12-08 21:24:30+00:00,-0.0149532710280373,-0.0169158878504672,-0.0130841121495327,0.12456454817944082,3.88,1.87,0.3,ankle,-123.17927357602649,49.264261898909815
2022-12-08 21:24:31+00:00,-0.0133333333333333,0.002051282051282,-0.0105128205128205,0.10272454928398275,2.98,1.35,-0.06,ankle,-123.17929073307872,49.26426423231565
2022-12-08 21:24:32+00:00,-0.0076271186440677,0.0016949152542372,-0.003728813559322,0.09990426453108583,1.89,1.39,-0.19,ankle,-123.17930944681937,49.26426869416133
2022-12-08 21:24:33+00:00,-0.0091150442477876,-0.0335398230088495,-0.0094690265486725,0.11612327064032688,0.92,1.65,-0.32,ankle,-123.17932685888937,49.2642723343765
2022-12-08 21:24:34+00:00,-0.02375,-0.0185,0.00375,0.15202913103408283,0.52,1.75,-0.71,ankle,-123.17934395330846,49.26427582475541
2022-12-08 21:24:35+00:00,-0.0105,-0.0071666666666666,-0.0175833333333333,0.20798982685143935,0.5,1.64,-1.05,ankle,-123.17936987138212,49.26428045037925
2022-12-08 21:24:36+00:00,-0.0228333333333333,-0.01325,-0.001,0.28224277895228245,0.42,1.51,-1.31,ankle,-123.17939741983223,49.26428603940845
2022-12-08 21:24:37+00:00,-0.0574789915966386,-0.0083193277310924,0.0862184873949579,0.3682055457373761,0.24,1.88,-1.57,ankle,-123.17942393652898,49.26429075118549
2022-12-08 21:24:38+00:00,0.1912711864406779,-0.0140677966101694,-0.0970338983050847,0.45473713816052785,0.08,2.2,-1.66,ankle,-123.1794473461528,49.264292669469214
2022-12-08 21:24:39+00:00,-0.1515,-0.0434166666666666,0.0473333333333333,0.5332910932460607,-0.11,2.39,-1.74,ankle,-123.17946672819734,49.26429572910783
2022-12-08 21:24:40+00:00,0.09425,0.1065833333333333,-0.0715833333333333,0.6060607334493312,-0.29,2.58,-1.68,ankle,-123.17948527958906,49.26429710477202
2022-12-08 21:24:41+00:00,0.0299130434782608,0.1102608695652173,-0.0713043478260869,0.6856901154398998,-0.58,2.83,-1.5,ankle,-123.17950339328313,49.26430138040094
2022-12-08 21:24:42+00:00,-0.0321296296296296,0.0885185185185185,-0.0177777777777777,0.7879615340153411,-0.91,3.33,-1.39,ankle,-123.17952306052285,49.264304363588586
2022-12-08 21:24:43+00:00,0.202037037037037,-0.0301851851851851,-0.0212037037037037,0.9226067603217343,-1.24,3.54,-1.41,ankle,-123.17954217845774,49.26430736326092
2022-12-08 21:24:44+00:00,-0.4907692307692307,-0.1531730769230769,-0.0123076923076923,1.0860999661466353,-1.45,3.59,-1.37,ankle,-123.17956094151825,49.26430898795392
2022-12-08 21:24:45+00:00,-0.3429523809523809,-0.1632380952380952,-0.8355238095238096,1.2646315915959092,-1.7,3.66,-1.32,ankle,-123.17958292282269,49.26431105351026
2022-12-08 21:24:46+00:00,0.4285,-0.1095999999999999,0.5294,1.446695135865286,-1.91,3.31,-1.2,ankle,-123.17960321987294,49.264312466892605
2022-12-08 21:24:47+00:00,0.0915,-0.1929,-0.2488,1.6304248325130253,-1.99,2.62,-0.76,ankle,-123.17962309904219,49.26431228086922
2022-12-08 21:24:48+00:00,-0.465,0.036,0.4171,1.8149844623812017,-1.91,2.07,-0.19,ankle,-123.17964403157235,49.264311839742376
2022-12-08 21:24:49+00:00,0.1569072164948453,-0.3902061855670103,-0.4498969072164948,1.9859249264677559,-1.7,1.54,0.36,ankle,-123.17966435437499,49.264310410441304
2022-12-08 21:24:50+00:00,-0.0911,-0.1085,0.0123999999999999,2.1175328135516227,-1.41,1.07,0.75,ankle,-123.17968648311566,49.264310373067325
2022-12-08 21:24:51+00:00,0.126,-0.098,0.1102,2.1915023711044794,-1.26,0.94,0.94,ankle,-123.1797067969589,49.264310919552116
2022-12-08 21:24:52+00:00,-0.166,0.0912,-0.2371,2.2077185042926075,-1.39,0.93,0.93,ankle,-123.17972271013691,49.26431336764241
2022-12-08 21:24:53+00:00,0.1592079207920792,-0.0533663366336633,0.0847524752475247,2.18110867380767,-1.66,1.18,0.71,ankle,-123.17974016388241,49.264319478578265
2022-12-08 21:24:54+00:00,0.0494565217391304,0.0335869565217391,-0.0075,2.1329487578320045,-1.92,1.45,0.45,ankle,-123.17975597941623,49.26433234486394
2022-12-08 21:24:55+00:00,-0.1171590909090909,0.0920454545454545,0.0081818181818181,2.0788993409148877,-2.2,1.45,0.15,ankle,-123.17976601600684,49.26434881101143
2022-12-08 21:24:56+00:00,-0.0308333333333333,-0.4078571428571428,0.0796428571428571,2.0195465865521154,-2.58,1.43,-0.05,ankle,-123.17977882265696,49.26436426595364
2022-12-08 21:24:57+00:00,-0.7023255813953488,0.2594186046511628,-0.0227906976744186,1.9379750030895904,-2.41,2.58,-0.05,ankle,-123.1797866076506,49.26438051768865
2022-12-08 21:24:58+00:00,0.1997647058823529,-0.3124705882352941,1.0511764705882352,1.805563787505293,-0.51,2.8,-0.13,ankle,-123.17979315408031,49.26439562998944
2022-12-08 21:24:59+00:00,0.2972093023255814,-0.3704651162790697,-0.1156976744186046,1.6037533976925413,1.35,1.38,-0.17,ankle,-123.17980120676717,49.26441218122398
2022-12-08 21:25:00+00:00,-0.268953488372093,-0.1703488372093023,0.0498837209302325,1.345184078453027,1.84,0.83,-0.43,ankle,-123.17980752641293,49.26442996076292
2022-12-08 21:25:01+00:00,-0.219047619047619,-0.2158333333333333,-0.1091666666666666,1.0655314887729244,1.32,1.06,-0.41,ankle,-123.1798109079566,49.264447685178304
2022-12-08 21:25:02+00:00,-0.024090909090909,-0.2001136363636363,-0.0192045454545454,0.8031347652106027,0.53,0.63,-0.24,ankle,-123.17981247617247,49.26446269637826
2022-12-08 21:25:03+00:00,-0.0547252747252747,-0.0897802197802197,-0.0303296703296703,0.5916612181538989,-0.15,0.16,0.11,ankle,-123.17980940593809,49.26447711913629
2022-12-08 21:25:04+00:00,-0.0491,-0.0465,-0.0315,0.45778773060548994,-0.66,-0.4,0.82,ankle,-123.17980285609359,49.26449073648917
2022-12-08 21:25:05+00:00,-0.014,-0.0304,-0.0255,0.4173816251455281,-0.94,-0.76,1.47,ankle,-123.17979726117301,49.2645058086929
2022-12-08 21:25:06+00:00,0.0081,-0.0175,-0.031,0.47370556217231935,-1.14,-0.85,1.74,ankle,-123.17979358186922,49.26452267189895
2022-12-08 21:25:07+00:00,-0.0365,0.0115,-0.0478,0.6177532565998562,-1.29,-0.71,1.65,ankle,-123.17979070208982,49.26453706517455
2022-12-08 21:25:08+00:00,-0.002061855670103,-0.1464948453608247,0.0244329896907216,0.8322718512910758,-1.29,-0.44,0.9,ankle,-123.17979012522744,49.264554750010596
2022-12-08 21:25:09+00:00,0.0206,-0.0408,0.0351,1.0969878021109956,-1.08,-0.14,0.04,ankle,-123.17978726824518,49.26457445437604
2022-12-08 21:25:10+00:00,-0.1594,-0.1157,0.1302,1.385551734286339,-0.87,0.22,-0.56,ankle,-123.1797833043001,49.26459257986137
2022-12-08 21:25:11+00:00,-0.3581,-0.0733,0.2506,1.660848321885714,-0.84,0.5,-0.86,ankle,-123.17978443415905,49.264608039558446
2022-12-08 21:25:12+00:00,-0.099090909090909,-0.0879797979797979,0.1485858585858585,1.884350285129311,-0.87,0.6,-0.88,ankle,-123.17979019078913,49.26462384578391
2022-12-08 21:25:13+00:00,-0.1013,-0.1868,0.086,2.0282398019425774,-0.78,0.6,-0.74,ankle,-123.1797950586971,49.26463886454735
2022-12-08 21:25:14+00:00,-0.2349,0.1182,0.0139,2.075121156666181,-0.7,0.64,-0.64,ankle,-123.17979736089133,49.26465342191403
2022-12-08 21:25:15+00:00,-0.2585714285714285,0.2613265306122448,0.1898979591836734,2.02114758973837,-0.72,0.58,-0.65,ankle,-123.17979715923775,49.264668737830114
2022-12-08 21:25:16+00:00,-0.1274,0.0611,0.0516999999999999,1.8891954918525034,-0.71,0.4,-0.57,ankle,-123.17979697712695,49.264682713437224
2022-12-08 21:25:17+00:00,-0.1322222222222222,0.1833333333333333,0.1339393939393939,1.7269296936911376,-0.59,0.33,-0.28,ankle,-123.17979802191705,49.2646963581969
2022-12-08 21:25:18+00:00,-0.0881521739130434,0.1456521739130434,0.1016304347826086,1.5843253635967647,-0.47,0.11,0.0,ankle,-123.17979862803756,49.26471062704181
2022-12-08 21:25:19+00:00,-0.0361,0.1392,0.0397,1.4936614797227907,-0.49,-0.12,0.23,ankle,-123.17980087322785,49.264723070056995
2022-12-08 21:25:20+00:00,-0.1253333333333333,0.1567777777777777,0.0433333333333333,1.461331807360436,-0.69,-0.18,0.24,ankle,-123.17980609401774,49.26473477187594
2022-12-08 21:25:21+00:00,-0.136043956043956,0.1681318681318681,0.015054945054945,1.4703871909673205,-0.81,-0.17,0.16,ankle,-123.17981213272842,49.264745734861535
2022-12-08 21:25:22+00:00,-0.0197701149425287,0.1935632183908046,-0.0225287356321839,1.4933129840376613,-0.74,-0.2,0.18,ankle,-123.17981717930247,49.26475530054022
2022-12-08 21:25:23+00:00,-0.1886363636363636,-0.2630681818181818,0.0046590909090909,1.502756364557887,-0.62,-0.21,0.36,ankle,-123.17982214903122,49.264765040697206
2022-12-08 21:25:24+00:00,-0.0404705882352941,0.5528235294117646,-0.1823529411764705,1.4757617745172975,-0.5,-0.27,0.47,ankle,-123.1798257357752,49.264775238084354
2022-12-08 21:25:25+00:00,0.000340909090909,0.3264772727272727,-0.0335227272727272,1.405734475958165,-0.31,-0.19,0.28,ankle,-123.17982913343361,49.26478694060271
2022-12-08 21:25:26+00:00,-0.0746987951807229,0.2374698795180723,-0.0298795180722891,1.3224006125392735,-0.19,-0.2,-0.06,ankle,-123.17983254197543,49.26479927293551
2022-12-08 21:25:27+00:00,-0.1445454545454545,0.0120454545454545,0.1073863636363636,1.299416270276634,-0.15,-0.48,-0.55,ankle,-123.17983511226495,49.2648140866722
2022-12-08 21:25:28+00:00,-0.0045238095238095,0.1872619047619047,0.0144047619047619,1.4380389349423905,-0.33,-0.69,-0.69,ankle,-123.17983809063814,49.26482820150144
2022-12-08 21:25:29+00:00,-0.0905681818181818,0.1452272727272727,-0.0106818181818181,1.8380861391060268,-0.52,-0.91,-0.52,ankle,-123.17984024411224,49.26483948267966
2022-12-08 21:25:30+00:00,-0.0624444444444444,0.1725555555555555,0.019,2.5696417484862453,-0.64,-1.2,-0.27,ankle,-123.17984181687193,49.26485015602598
2022-12-08 21:25:31+00:00,-0.0753932584269662,0.178876404494382,0.0074157303370786,3.643495640958471,-0.54,-1.26,-0.23,ankle,-123.17984505459796,49.26486015965283
2022-12-08 21:25:32+00:00,-0.0702325581395349,-1.0425581395348835,-1.7517441860465115,4.982133255274823,-0.53,-1.67,-0.2,ankle,-123.17984839564662,49.26486964965651
2022-12-08 21:25:33+00:00,0.873010752688172,1.7654838709677418,-1.9501075268817205,6.422086078621504,-0.65,-1.6,0.38,ankle,-123.17984982180579,49.26487987557238
2022-12-08 21:25:34+00:00,2.9224242424242424,-0.9463636363636364,0.8667676767676767,7.773162267305295,-0.38,-1.78,0.9,ankle,-123.17984954031525,49.264891446400945
2022-12-08 21:25:35+00:00,2.9979591836734696,-0.9109183673469388,-0.558061224489796,8.892502626297789,0.11,-1.69,1.35,ankle,-123.17985076496159,49.26490372235362
2022-12-08 21:25:36+00:00,1.882783505154639,-1.3230927835051547,-1.5232989690721648,9.715070193311309,0.47,-0.98,1.48,ankle,-123.17985163262661,49.264914360601615
2022-12-08 21:25:37+00:00,0.8861111111111111,-1.990555555555556,-2.6402222222222225,10.24978837117143,0.78,-0.14,0.95,ankle,-123.1798534623326,49.26492515772583
2022-12-08 21:25:38+00:00,2.5463,-0.0182999999999999,0.3293999999999999,10.56410708936504,0.63,-0.15,0.23,ankle,-123.17985540627316,49.26493882115316
2022-12-08 21:25:39+00:00,2.232604166666667,-1.5503125000000002,1.1298958333333335,10.746950541205152,-0.05,-0.14,-0.02,ankle,-123.17985713852428,49.26495272778096
2022-12-08 21:25:40+00:00,2.560476190476191,1.5666666666666669,-1.1558333333333333,10.86753085941546,-0.6,-0.08,0.06,ankle,-123.1798620298254,49.26496521641434
2022-12-08 21:25:41+00:00,1.477142857142857,2.419761904761905,-0.9733333333333334,10.96245902228219,-0.9,-0.06,0.08,ankle,-123.17986755580637,49.2649766166481
2022-12-08 21:25:42+00:00,2.209425287356322,0.9219540229885056,-1.5333333333333334,11.038883203708396,-1.02,-0.04,-0.11,ankle,-123.17987233863259,49.264988202281614
2022-12-08 21:25:43+00:00,2.632674418604651,-1.0045348837209302,-1.12,11.08732994205008,-0.99,-0.22,-0.26,ankle,-123.17987806272245,49.26500124993227
2022-12-08 21:25:44+00:00,3.069523809523809,-1.841547619047619,1.361547619047619,11.107091824794452,-0.79,-0.26,-0.34,ankle,-123.17988147682935,49.26501325612526
2022-12-08 21:25:45+00:00,3.3012500000000005,2.639375,-1.507375,11.10955874698161,-0.51,-0.13,-0.47,ankle,-123.17988134386617,49.2650254553421
2022-12-08 21:25:46+00:00,1.3039534883720931,1.7584883720930236,-0.4791860465116279,11.09745210753504,-0.31,-0.01,-0.67,ankle,-123.17987539824297,49.26503132155762
2022-12-08 21:25:47+00:00,2.380240963855422,0.7448192771084338,-1.232409638554217,11.062475739906668,-0.14,0.02,-0.8,ankle,-123.17986547125153,49.265034077707725
2022-12-08 21:25:48+00:00,3.4566250000000003,-2.602375,-0.5175,11.005721580872294,-0.11,-0.04,-0.69,ankle,-123.17985930330399,49.26503588208266
2022-12-08 21:25:49+00:00,1.7875641025641027,0.0807692307692307,-0.937948717948718,10.944689929319317,-0.03,-0.15,-0.56,ankle,-123.17985118596191,49.265038202879474
2022-12-08 21:25:50+00:00,1.6603797468354429,3.3226582278481014,-0.6618987341772152,10.895482547040032,-0.09,-0.26,-0.4,ankle,-123.17983300188324,49.265043360895
2022-12-08 21:25:51+00:00,3.0936250000000003,0.915,-1.063125,10.862624826473544,-0.12,-0.29,-0.24,ankle,-123.17981018197504,49.2650488747706
2022-12-08 21:25:52+00:00,2.2403488372093023,-0.972906976744186,-1.4843023255813954,10.852415507496358,-0.21,-0.51,-0.12,ankle,-123.17978639149155,49.265053171570045
2022-12-08 21:25:53+00:00,2.6512048192771087,-2.647590361445783,-0.0099999999999999,10.881004030576719,-0.27,-0.63,0.1,ankle,-123.17975921446619,49.265054640182214
2022-12-08 21:25:54+00:00,2.352873563218391,1.4828735632183907,-0.7604597701149425,10.955562613056378,-0.34,-0.38,0.43,ankle,-123.17973183559118,49.26505478556281
2022-12-08 21:25:55+00:00,2.194698795180723,2.835542168674699,-1.5560240963855425,11.052362430452908,-0.73,-0.51,0.76,ankle,-123.17970383938636,49.265053653906385
2022-12-08 21:25:56+00:00,2.338192771084337,0.9891566265060242,-0.6622891566265061,11.124559032682573,-0.89,-0.6,1.3,ankle,-123.17968142991094,49.26505326336867
2022-12-08 21:25:57+00:00,2.360246913580247,0.807530864197531,-1.484320987654321,11.140419418604582,-0.88,-0.96,1.46,ankle,-123.17965457919595,49.265054544448844
2022-12-08 21:25:58+00:00,3.4391666666666665,-2.766785714285714,1.4798809523809524,11.116787542326438,-0.73,-0.48,0.87,ankle,-123.17963015072068,49.265059049824465
2022-12-08 21:25:59+00:00,1.508375,-0.6457499999999999,-0.97575,11.101261765913284,-0.66,-0.49,0.17,ankle,-123.17960791847457,49.26506215822063
2022-12-08 21:26:00+00:00,2.7804819277108432,2.917590361445783,-0.6168674698795181,11.119916167802149,-0.48,-0.39,-0.47,ankle,-123.17958279187734,49.26506426801517
2022-12-08 21:26:01+00:00,1.9154545454545453,1.7335064935064934,-1.81012987012987,11.15775323717754,-0.41,-0.23,-0.76,ankle,-123.17955966718934,49.26506589070436
2022-12-08 21:26:02+00:00,3.054814814814814,-0.6218518518518518,-0.5216049382716049,11.187184142919383,-0.44,-0.26,-0.86,ankle,-123.17953522381336,49.26506633000186
2022-12-08 21:26:03+00:00,2.119493670886076,-4.296202531645569,0.2263291139240505,11.201056278006343,-0.36,-0.06,-0.86,ankle,-123.17951338179128,49.26506772050601
2022-12-08 21:26:04+00:00,3.218441558441558,3.2275324675324675,-0.4476623376623376,11.207855670790801,-0.26,0.04,-0.79,ankle,-123.17949039128152,49.26507441290311
2022-12-08 21:26:05+00:00,-0.232987012987013,2.326753246753247,-3.944675324675325,11.202946096351383,-0.16,0.07,-0.55,ankle,-123.17946613944548,49.265079812549516
2022-12-08 21:26:06+00:00,2.692597402597402,-0.6231168831168832,0.2038961038961039,11.170810983597619,0.02,0.05,-0.15,ankle,-123.17944260568798,49.2650839420945
2022-12-08 21:26:07+00:00,2.323625,-3.68775,0.0194999999999999,11.116017243283947,0.21,-0.05,0.33,ankle,-123.17942115241847,49.265087763118935
2022-12-08 21:26:08+00:00,3.01275,2.088,-0.964375,11.063294537430808,0.36,-0.11,0.77,ankle,-123.17940157884665,49.26508960237206
2022-12-08 21:26:09+00:00,0.8116049382716051,2.531975308641975,-1.2687654320987654,11.019443214128044,0.46,-0.11,0.99,ankle,-123.17938937779681,49.26509094378632
2022-12-08 21:26:10+00:00,2.245625,1.06775,-2.139625,10.952185961848036,0.58,-0.09,0.98,ankle,-123.1793855788351,49.2650915498847
2022-12-08 21:26:11+00:00,3.38675,-1.6010000000000002,1.246625,10.812163195731122,0.71,-0.12,0.87,ankle,-123.17938773442482,49.26509330848761
2022-12-08 21:26:12+00:00,1.1890697674418604,-0.8848837209302325,-0.8874418604651164,10.55541183155329,0.86,-0.24,0.77,ankle,-123.17939010991445,49.26509387024594
2022-12-08 21:26:13+00:00,3.299647058823529,2.6838823529411764,-1.920941176470588,10.129609049029398,0.96,-0.45,0.74,ankle,-123.17939508079361,49.265093796918016
2022-12-08 21:26:14+00:00,0.6448192771084337,1.8568674698795185,-0.9301204819277108,9.469855303372135,1.0,-0.59,0.81,ankle,-123.17940761794145,49.26509301517591
2022-12-08 21:26:15+00:00,3.0393103448275864,0.7865517241379311,-1.2060919540229886,8.545723897011182,0.98,-0.68,0.81,ankle,-123.1794402585058,49.26509074327752
2022-12-08 21:26:16+00:00,3.144235294117647,-1.924235294117647,-0.6595294117647059,7.423583883130424,0.88,-0.75,0.64,ankle,-123.17952564305106,49.265084709324455
2022-12-07 13:25:56+00:00,-0.4708,0.7392,-0.3712,6.28352881002325,1.17,0.19,2.27,hand,-123.17974915612247,49.265068879363646
2022-12-07 13:25:57+00:00,0.5981000000000001,0.3519,0.2618,5.346322607206683,1.35,0.29,2.5,hand,-123.17984262982516,49.26506362172967
2022-12-07 13:25:58+00:00,0.1396,-0.0982,0.2218,4.752524431064196,1.47,0.32,2.73,hand,-123.17987894562886,49.265070635142564
2022-12-07 13:25:59+00:00,0.2303960396039603,-0.0537623762376237,0.2411881188118812,4.501019808111338,1.54,0.32,2.94,hand,-123.17988503820611,49.265080839842746
2022-12-07 13:26:00+00:00,1.0048181818181818,-1.018090909090909,0.1297272727272727,4.467196447789466,1.57,0.25,3.11,hand,-123.17986815491523,49.26509379580613
2022-12-07 13:26:01+00:00,1.859,-0.6091,-2.6911,4.459915312241629,1.57,0.14,3.23,hand,-123.17982385952155,49.26510628010241
2022-12-07 13:26:02+00:00,1.8632038834951457,-0.6848543689320388,-4.055242718446602,4.3127659602764306,1.55,0.03,3.31,hand,-123.17977537740894,49.2651134536101
2022-12-07 13:26:03+00:00,0.3267326732673267,-0.0909900990099009,0.2254455445544554,3.9706629948043735,1.52,-0.1,3.35,hand,-123.17971604135631,49.26512237070117
2022-12-07 13:26:04+00:00,-0.1017142857142857,0.3085714285714285,-0.3738095238095238,3.489903939744887,1.46,-0.21,3.38,hand,-123.17966786074759,49.265123774129684
2022-12-07 13:26:05+00:00,-0.693921568627451,-0.3445098039215686,0.2131372549019607,2.964622692364354,1.39,-0.28,3.39,hand,-123.17963124970429,49.26512596826915
2022-12-07 13:26:06+00:00,-0.6302884615384615,0.3421153846153846,0.2185576923076923,2.4697185805709583,1.31,-0.32,3.37,hand,-123.17959935017092,49.265129571732196
2022-12-07 13:26:07+00:00,-0.5538461538461539,-0.1157692307692307,-0.1349999999999999,2.0480146025345443,1.24,-0.36,3.3,hand,-123.17957313528825,49.26512881772661
2022-12-07 13:26:08+00:00,-0.5496116504854369,-0.0831067961165048,0.2263106796116504,1.7139318657652243,1.18,-0.36,3.24,hand,-123.1795540508138,49.26513325309033
2022-12-07 13:26:09+00:00,-0.4759,-0.0209,-0.2084,1.4597719130264837,1.13,-0.36,3.19,hand,-123.17953132355201,49.265136894536795
2022-12-07 13:26:10+00:00,-0.7111881188118812,-0.1617821782178218,0.3515841584158415,1.2647250762517013,1.09,-0.33,3.15,hand,-123.1795057558151,49.265136175352595
2022-12-07 13:26:11+00:00,-0.3642,-0.4929,-0.0429,1.1054923063355981,1.06,-0.28,3.12,hand,-123.17947984880136,49.26513556557733
2022-12-07 13:26:12+00:00,-0.3139814814814815,-0.3437962962962963,0.0804629629629629,0.9637760850677196,1.04,-0.21,3.08,hand,-123.17945445222814,49.265133276254666
2022-12-07 13:26:13+00:00,-0.6050000000000001,0.1029464285714285,0.0183035714285714,0.8280504318667291,1.06,-0.13,3.03,hand,-123.17943206107809,49.2651296143267
2022-12-07 13:26:14+00:00,-0.3416279069767441,0.0167441860465116,-0.0214728682170542,0.6931501826258145,1.1,-0.04,2.97,hand,-123.17941024073772,49.26513176569181
2022-12-07 13:26:15+00:00,-0.1967213114754098,-0.0010655737704918,-0.0520491803278688,0.5597824918976795,1.17,0.02,2.9,hand,-123.17939040711269,49.26513258195551
2022-12-07 13:26:16+00:00,-0.1343333333333333,0.0194166666666666,-0.0378333333333333,0.43325579724033214,1.22,0.1,2.83,hand,-123.17936719386415,49.26513213299255
2022-12-07 13:26:17+00:00,-0.0573076923076923,-0.0109230769230769,-0.0496923076923076,0.322643171592452,1.27,0.15,2.77,hand,-123.17934606276933,49.265130906612924
2022-12-07 13:26:18+00:00,-0.0674626865671641,-0.021865671641791,-0.0075373134328358,0.24082474936052284,1.32,0.19,2.69,hand,-123.17932802223447,49.26512970353381
2022-12-07 13:26:19+00:00,-0.0027702702702702,-0.0273648648648648,-0.019527027027027,0.2035685162208787,1.36,0.2,2.6,hand,-123.1793097170638,49.26513015766739
2022-12-07 13:26:20+00:00,-0.0179194630872483,-0.0251677852348993,-0.0249664429530201,0.22638676954924716,1.42,0.22,2.52,hand,-123.17928874402614,49.26512906721744
2022-12-07 13:26:21+00:00,-0.0085430463576158,-0.0243046357615894,-0.0243708609271523,0.3202210718520412,1.5,0.23,2.47,hand,-123.17926497794299,49.265126817621784
2022-12-07 13:26:22+00:00,-0.0160264900662251,-0.0174172185430463,-0.0281456953642384,0.48721293010874855,1.57,0.24,2.45,hand,-123.17924077128865,49.265124063865485
2022-12-07 13:26:23+00:00,0.004625,-0.023625,-0.0278125,0.7154694961982949,1.64,0.23,2.46,hand,-123.1792171798768,49.26512140730704
2022-12-07 13:26:24+00:00,0.0715204678362573,0.0066081871345029,-0.0543274853801169,0.9717479629537334,1.65,0.24,2.47,hand,-123.17919333783344,49.26511904104404
2022-12-07 13:26:25+00:00,-0.4189411764705882,0.6608823529411765,-0.0593529411764705,1.1995497187166204,1.59,0.27,2.47,hand,-123.17916885931398,49.265117081105124
2022-12-07 13:26:26+00:00,0.2293641618497109,-0.1703468208092485,-0.0384971098265896,1.3373414827301016,1.48,0.28,2.44,hand,-123.17914471507108,49.26511447223025
