time,latitude,longitude,ax,ay,az,atotal,wx,wy,wz,type
2022-12-08 21:24:05+00:00,49.264276121613925,-123.1787399611988,-0.04939393939393939,-0.05616161616161617,-0.034040404040404044,0.4427272727272727,0.33,2.79,1.1,ankle
2022-12-08 21:24:06+00:00,49.2642795060463,-123.1787614141386,-0.0836,-0.0191,-0.013300000000000001,0.4266,0.55,3.57,0.82,ankle
2022-12-08 21:24:07+00:00,49.26427967157399,-123.17877926686904,-0.030299999999999997,-0.019700000000000002,-0.0665,0.5603,0.64,3.82,0.68,ankle
2022-12-08 21:24:08+00:00,49.26428485960717,-123.1787989601626,-0.1206,-0.0281,-0.001999999999999998,0.5619,0.72,3.33,0.7,ankle
2022-12-08 21:24:09+00:00,49.264282972179046,-123.17882307385052,-0.07247524752475247,-0.04811881188118811,-0.005049504950495042,0.9320792079207921,0.4,2.9,0.76,ankle
2022-12-08 21:24:10+00:00,49.26428523575331,-123.1788420119384,-0.034499999999999996,-0.0787,-0.0977,1.7423,-0.31,1.05,0.62,ankle
2022-12-08 21:24:11+00:00,49.264277909582766,-123.17886262809172,-0.20370000000000002,-0.1606,0.0479,1.8155000000000001,-0.77,0.53,0.36,ankle
2022-12-08 21:24:12+00:00,49.26427733187013,-123.17888780113822,-0.0567,-0.09269999999999999,-0.1486,0.6099,-0.76,0.72,-0.02,ankle
2022-12-08 21:24:13+00:00,49.26427677652807,-123.17890840899506,-0.08838383838383838,0.02909090909090909,-0.07818181818181819,0.49272727272727274,-0.79,0.44,-0.17,ankle
2022-12-08 21:24:14+00:00,49.2642738510261,-123.17892742281136,-0.0839,-0.0729,-0.0012999999999999978,0.3771,-0.86,0.26,-0.18,ankle
2022-12-08 21:24:15+00:00,49.26427036099246,-123.17895253465572,-0.07600000000000001,-0.0512,-0.09609999999999999,0.387,-0.87,0.56,-0.22,ankle
2022-12-08 21:24:16+00:00,49.26426757764765,-123.17897650601992,-0.0333,-0.069,0.0104,0.4597,-0.82,1.22,-0.24,ankle
2022-12-08 21:24:17+00:00,49.26426707602422,-123.17899006119208,-0.10191919191919192,0.011212121212121215,-0.13494949494949493,0.42646464646464644,-0.56,1.87,-0.22,ankle
2022-12-08 21:24:18+00:00,49.2642664419875,-123.179018438765,-0.028999999999999998,-0.005900000000000001,-0.0843,0.5174,-0.14,2.42,-0.1,ankle
2022-12-08 21:24:19+00:00,49.26426903544339,-123.17903853523292,-0.0131,-0.021399999999999995,-0.09049999999999998,0.5685,0.31,2.65,-0.03,ankle
2022-12-08 21:24:20+00:00,49.26426631305517,-123.17905981214304,-0.034300000000000004,-0.0658,-0.0852,0.395,0.78,2.61,0.09,ankle
2022-12-08 21:24:21+00:00,49.26425985410968,-123.17910899339178,-0.07494736842105264,-0.055578947368421054,-0.03168421052631579,0.212,1.05,2.42,0.5,ankle
2022-12-08 21:24:22+00:00,49.26425500108644,-123.17912041792016,0.002299999999999998,0.027600000000000003,-0.1535,0.5438000000000001,1.25,2.18,1.02,ankle
2022-12-08 21:24:23+00:00,49.26425069731492,-123.1791404486624,-0.1003,-0.08990000000000001,0.0172,0.5493,1.53,1.93,1.41,ankle
2022-12-08 21:24:24+00:00,49.26425208491983,-123.1791493068006,-0.0072,-0.049699999999999994,-0.0583,0.7441,1.83,2.0,1.72,ankle
2022-12-08 21:24:25+00:00,49.26425305721023,-123.17916993780452,-0.05752475247524752,-0.01594059405940594,-0.03712871287128713,1.0173267326732673,2.26,2.46,1.83,ankle
2022-12-08 21:24:26+00:00,49.26425425408287,-123.17920117817242,-0.054400000000000004,-0.0316,-0.031200000000000002,0.1868,2.76,2.93,1.72,ankle
2022-12-08 21:24:27+00:00,49.26425760192641,-123.17922250799884,-0.0102,-0.004100000000000001,0.0139,0.1142,3.46,2.8,1.35,ankle
2022-12-08 21:24:28+00:00,49.26426313683443,-123.17924343077328,0.0008000000000000006,-0.0091,-0.007400000000000001,0.0932,4.16,2.98,1.01,ankle
2022-12-08 21:24:29+00:00,49.26426063458749,-123.17925425151816,-0.0050467289719626175,-0.02411214953271028,0.004018691588785047,0.10850467289719626,4.43,2.85,0.63,ankle
2022-12-08 21:24:30+00:00,49.26426038859592,-123.17927409407334,-0.014953271028037384,-0.01691588785046729,-0.01308411214953271,0.11542056074766355,3.88,1.87,0.3,ankle
2022-12-08 21:24:31+00:00,49.26426210387579,-123.17928917639028,-0.013333333333333334,0.0020512820512820513,-0.010512820512820513,0.14717948717948717,2.98,1.35,-0.06,ankle
2022-12-08 21:24:32+00:00,49.26426951579185,-123.17931074849004,-0.007627118644067797,0.0016949152542372885,-0.0037288135593220345,0.10627118644067797,1.89,1.39,-0.19,ankle
2022-12-08 21:24:33+00:00,49.26427248421275,-123.17932717654026,-0.00911504424778761,-0.033539823008849556,-0.009469026548672568,0.11504424778761062,0.92,1.65,-0.32,ankle
2022-12-08 21:24:34+00:00,49.26427468951047,-123.17933512965388,-0.02375,-0.018500000000000003,0.0037500000000000007,0.1385,0.52,1.75,-0.71,ankle
2022-12-08 21:24:35+00:00,49.2642794869739,-123.17936824100566,-0.0105,-0.007166666666666667,-0.017583333333333333,0.1145,0.5,1.64,-1.05,ankle
2022-12-08 21:24:36+00:00,49.2642869166606,-123.1793984515856,-0.022833333333333334,-0.013250000000000001,-0.0010000000000000007,0.094,0.42,1.51,-1.31,ankle
2022-12-08 21:24:37+00:00,49.26429354467882,-123.17942704360188,-0.05747899159663866,-0.008319327731092434,0.08621848739495798,0.28647058823529414,0.24,1.88,-1.57,ankle
2022-12-08 21:24:38+00:00,49.26429152811433,-123.17945137373208,0.19127118644067798,-0.014067796610169488,-0.09703389830508474,0.9264406779661016,0.08,2.2,-1.66,ankle
2022-12-08 21:24:39+00:00,49.264297413082254,-123.17946755885016,-0.1515,-0.043416666666666666,0.04733333333333333,0.7643333333333333,-0.11,2.39,-1.74,ankle
2022-12-08 21:24:40+00:00,49.26429420480729,-123.17948571728672,0.09425,0.10658333333333332,-0.07158333333333333,0.5996666666666666,-0.29,2.58,-1.68,ankle
2022-12-08 21:24:41+00:00,49.264302672842206,-123.17950183973744,0.029913043478260865,0.11026086956521738,-0.07130434782608697,0.6657391304347826,-0.58,2.83,-1.5,ankle
2022-12-08 21:24:42+00:00,49.264304347103895,-123.1795236098277,-0.03212962962962963,0.08851851851851852,-0.017777777777777778,0.4549074074074074,-0.91,3.33,-1.39,ankle
2022-12-08 21:24:43+00:00,49.26430873824026,-123.17954253333212,0.20203703703703704,-0.030185185185185183,-0.021203703703703704,0.3477777777777778,-1.24,3.54,-1.41,ankle
2022-12-08 21:24:44+00:00,49.26430854709058,-123.17955772327434,-0.49076923076923074,-0.1531730769230769,-0.012307692307692306,1.4792307692307693,-1.45,3.59,-1.37,ankle
2022-12-08 21:24:45+00:00,49.26431170568425,-123.17958460707688,-0.34295238095238095,-0.16323809523809524,-0.8355238095238096,1.3977142857142857,-1.7,3.66,-1.32,ankle
2022-12-08 21:24:46+00:00,49.264314066298326,-123.17960363775394,0.4285,-0.10959999999999999,0.5294,1.8812,-1.91,3.31,-1.2,ankle
2022-12-08 21:24:47+00:00,49.264312535972685,-123.17962204568128,0.0915,-0.1929,-0.24880000000000002,0.9982,-1.99,2.62,-0.76,ankle
2022-12-08 21:24:48+00:00,49.264312827916605,-123.17964464129984,-0.465,0.036000000000000004,0.4171,1.1213,-1.91,2.07,-0.19,ankle
2022-12-08 21:24:49+00:00,49.26430901851421,-123.17966254843697,0.15690721649484538,-0.3902061855670103,-0.44989690721649483,2.585257731958763,-1.7,1.54,0.36,ankle
2022-12-08 21:24:50+00:00,49.26430978920856,-123.1796882980131,-0.0911,-0.1085,0.01239999999999999,2.5860000000000003,-1.41,1.07,0.75,ankle
2022-12-08 21:24:51+00:00,49.26430901794661,-123.1797111976241,0.126,-0.098,0.11020000000000002,2.3584,-1.26,0.94,0.94,ankle
2022-12-08 21:24:52+00:00,49.26430970479685,-123.17972116956943,-0.166,0.0912,-0.2371,2.5013,-1.39,0.93,0.93,ankle
2022-12-08 21:24:53+00:00,49.26431272322844,-123.1797418020941,0.15920792079207924,-0.05336633663366337,0.08475247524752474,2.0601980198019803,-1.66,1.18,0.71,ankle
2022-12-08 21:24:54+00:00,49.26432874500212,-123.17976175835943,0.04945652173913044,0.03358695652173912,-0.007500000000000016,1.6300000000000001,-1.92,1.45,0.45,ankle
2022-12-08 21:24:55+00:00,49.26434982221671,-123.17976324594731,-0.11715909090909092,0.09204545454545456,0.008181818181818177,1.7846590909090911,-2.2,1.45,0.15,ankle
2022-12-08 21:24:56+00:00,49.264363469160834,-123.17978384431343,-0.03083333333333333,-0.4078571428571428,0.07964285714285715,1.8666666666666667,-2.58,1.43,-0.05,ankle
2022-12-08 21:24:57+00:00,49.26438165712288,-123.17978784621452,-0.7023255813953488,0.2594186046511628,-0.022790697674418603,1.1794186046511628,-2.41,2.58,-0.05,ankle
2022-12-08 21:24:58+00:00,49.26439419105567,-123.17979164782317,0.19976470588235296,-0.3124705882352941,1.0511764705882352,3.9135294117647055,-0.51,2.8,-0.13,ankle
2022-12-08 21:24:59+00:00,49.2644109529196,-123.17980293980828,0.2972093023255814,-0.37046511627906975,-0.11569767441860467,1.657558139534884,1.35,1.38,-0.17,ankle
2022-12-08 21:25:00+00:00,49.26443001588646,-123.179810464515,-0.268953488372093,-0.17034883720930233,0.04988372093023256,1.060813953488372,1.84,0.83,-0.43,ankle
2022-12-08 21:25:01+00:00,49.26445039839375,-123.17981272128438,-0.21904761904761902,-0.21583333333333332,-0.10916666666666666,1.1408333333333334,1.32,1.06,-0.41,ankle
2022-12-08 21:25:02+00:00,49.264463284820174,-123.17981711462276,-0.024090909090909093,-0.20011363636363635,-0.01920454545454545,0.6867045454545454,0.53,0.63,-0.24,ankle
2022-12-08 21:25:03+00:00,49.26447792454143,-123.17981288554822,-0.054725274725274727,-0.08978021978021979,-0.03032967032967033,0.28296703296703296,-0.15,0.16,0.11,ankle
2022-12-08 21:25:04+00:00,49.264489281638326,-123.17980190116964,-0.049100000000000005,-0.04650000000000001,-0.0315,0.2701,-0.66,-0.4,0.82,ankle
2022-12-08 21:25:05+00:00,49.26450401769058,-123.1797953455562,-0.014000000000000002,-0.0304,-0.025500000000000002,0.1569,-0.94,-0.76,1.47,ankle
2022-12-08 21:25:06+00:00,49.26452514182941,-123.17979278234483,0.008100000000000001,-0.0175,-0.031,0.19879999999999998,-1.14,-0.85,1.74,ankle
2022-12-08 21:25:07+00:00,49.2645337736141,-123.1797883991728,-0.0365,0.011500000000000005,-0.0478,0.6466,-1.29,-0.71,1.65,ankle
2022-12-08 21:25:08+00:00,49.2645527304812,-123.1797924053473,-0.0020618556701030868,-0.14649484536082474,0.024432989690721652,1.1136082474226803,-1.29,-0.44,0.9,ankle
2022-12-08 21:25:09+00:00,49.26457603325615,-123.17978837520798,0.0206,-0.0408,0.0351,0.2494,-1.08,-0.14,0.04,ankle
2022-12-08 21:25:10+00:00,49.26459524564962,-123.1797782104961,-0.1594,-0.1157,0.1302,1.4184999999999999,-0.87,0.22,-0.56,ankle
2022-12-08 21:25:11+00:00,49.26460769303005,-123.17977980738792,-0.35810000000000003,-0.0733,0.2506,2.2197,-0.84,0.5,-0.86,ankle
2022-12-08 21:25:12+00:00,49.26462463324593,-123.17979107951128,-0.09909090909090908,-0.08797979797979799,0.14858585858585857,2.135252525252525,-0.87,0.6,-0.88,ankle
2022-12-08 21:25:13+00:00,49.26463932594411,-123.17979762441082,-0.1013,-0.1868,0.086,1.611,-0.78,0.6,-0.74,ankle
2022-12-08 21:25:14+00:00,49.26465266336463,-123.17979986473912,-0.23490000000000003,0.1182,0.013900000000000008,3.1075,-0.7,0.64,-0.64,ankle
2022-12-08 21:25:15+00:00,49.26467007813909,-123.17979713969498,-0.25857142857142856,0.26132653061224487,0.18989795918367347,2.9110204081632656,-0.72,0.58,-0.65,ankle
2022-12-08 21:25:16+00:00,49.26468304428466,-123.17979575022606,-0.1274,0.0611,0.051699999999999996,1.5975,-0.71,0.4,-0.57,ankle
2022-12-08 21:25:17+00:00,49.26469573411167,-123.17979846058662,-0.1322222222222222,0.18333333333333332,0.13393939393939394,1.303838383838384,-0.59,0.33,-0.28,ankle
2022-12-08 21:25:18+00:00,49.26471245287152,-123.17979698896778,-0.08815217391304347,0.14565217391304347,0.10163043478260869,1.1304347826086956,-0.47,0.11,0.0,ankle
2022-12-08 21:25:19+00:00,49.26472381125324,-123.17979789762828,-0.0361,0.1392,0.0397,0.7979,-0.49,-0.12,0.23,ankle
2022-12-08 21:25:20+00:00,49.26473551070929,-123.17980527609694,-0.12533333333333335,0.15677777777777777,0.04333333333333334,1.1600000000000001,-0.69,-0.18,0.24,ankle
2022-12-08 21:25:21+00:00,49.264747132168445,-123.179813124865,-0.13604395604395603,0.16813186813186815,0.015054945054945049,2.0624175824175826,-0.81,-0.17,0.16,ankle
2022-12-08 21:25:22+00:00,49.26475512606192,-123.1798172561478,-0.019770114942528734,0.1935632183908046,-0.022528735632183904,0.9897701149425288,-0.74,-0.2,0.18,ankle
2022-12-08 21:25:23+00:00,49.26476458346704,-123.17982353201602,-0.1886363636363636,-0.26306818181818187,0.004659090909090904,1.9145454545454543,-0.62,-0.21,0.36,ankle
2022-12-08 21:25:24+00:00,49.26477373295315,-123.17982592486074,-0.04047058823529412,0.5528235294117646,-0.18235294117647058,2.106705882352941,-0.5,-0.27,0.47,ankle
2022-12-08 21:25:25+00:00,49.26478631078827,-123.1798291225502,0.0003409090909090988,0.3264772727272727,-0.033522727272727294,2.7581818181818183,-0.31,-0.19,0.28,ankle
2022-12-08 21:25:26+00:00,49.26479679153163,-123.1798333802277,-0.0746987951807229,0.2374698795180723,-0.02987951807228916,1.9163855421686746,-0.19,-0.2,-0.06,ankle
2022-12-08 21:25:27+00:00,49.26481478557967,-123.17983470418127,-0.14454545454545456,0.012045454545454547,0.10738636363636363,1.0967045454545454,-0.15,-0.48,-0.55,ankle
2022-12-08 21:25:28+00:00,49.26483103515245,-123.17983891553726,-0.00452380952380952,0.18726190476190477,0.014404761904761915,0.9526190476190476,-0.33,-0.69,-0.69,ankle
2022-12-08 21:25:29+00:00,49.264840090511576,-123.17984082482666,-0.09056818181818183,0.14522727272727273,-0.010681818181818186,0.8342045454545454,-0.52,-0.91,-0.52,ankle
2022-12-08 21:25:30+00:00,49.26485082574544,-123.17984015190558,-0.062444444444444434,0.17255555555555555,0.019,0.7643333333333334,-0.64,-1.2,-0.27,ankle
2022-12-08 21:25:31+00:00,49.26486067327599,-123.17984495127534,-0.07539325842696629,0.17887640449438202,0.007415730337078643,1.1841573033707866,-0.54,-1.26,-0.23,ankle
2022-12-08 21:25:32+00:00,49.26486891374432,-123.17985031053608,-0.0702325581395349,-1.0425581395348837,-1.7517441860465117,3.5715116279069763,-0.53,-1.67,-0.2,ankle
2022-12-08 21:25:33+00:00,49.2648785306597,-123.1798515294555,0.873010752688172,1.7654838709677418,-1.9501075268817203,9.17247311827957,-0.65,-1.6,0.38,ankle
2022-12-08 21:25:34+00:00,49.26489074127682,-123.17984803417838,2.9224242424242424,-0.9463636363636363,0.8667676767676767,8.833939393939394,-0.38,-1.78,0.9,ankle
2022-12-08 21:25:35+00:00,49.2649053600583,-123.17985112194292,2.9979591836734696,-0.9109183673469388,-0.558061224489796,10.496632653061225,0.11,-1.69,1.35,ankle
2022-12-08 21:25:36+00:00,49.2649142017254,-123.17985067058562,1.882783505154639,-1.3230927835051547,-1.5232989690721648,10.768453608247423,0.47,-0.98,1.48,ankle
2022-12-08 21:25:37+00:00,49.26492229142271,-123.17985334809802,0.8861111111111111,-1.9905555555555556,-2.6402222222222225,11.681,0.78,-0.14,0.95,ankle
2022-12-08 21:25:38+00:00,49.26493857795269,-123.1798556179626,2.5463,-0.018299999999999914,0.32939999999999997,8.6589,0.63,-0.15,0.23,ankle
2022-12-08 21:25:39+00:00,49.26495414577537,-123.17985397947426,2.232604166666667,-1.5503125000000002,1.1298958333333335,10.426875,-0.05,-0.14,-0.02,ankle
2022-12-08 21:25:40+00:00,49.26496630481396,-123.17986139514556,2.560476190476191,1.5666666666666667,-1.1558333333333333,10.867261904761905,-0.6,-0.08,0.06,ankle
2022-12-08 21:25:41+00:00,49.26497643124834,-123.17986829896113,1.477142857142857,2.419761904761905,-0.9733333333333334,9.260238095238096,-0.9,-0.06,0.08,ankle
2022-12-08 21:25:42+00:00,49.26498674026448,-123.17987139736896,2.209425287356322,0.9219540229885057,-1.5333333333333334,12.166206896551724,-1.02,-0.04,-0.11,ankle
2022-12-08 21:25:43+00:00,49.26500229138993,-123.1798803727054,2.632674418604651,-1.0045348837209302,-1.12,12.10918604651163,-0.99,-0.22,-0.26,ankle
2022-12-08 21:25:44+00:00,49.26501306310141,-123.17988502389944,3.069523809523809,-1.841547619047619,1.361547619047619,9.70357142857143,-0.79,-0.26,-0.34,ankle
2022-12-08 21:25:45+00:00,49.26503178834342,-123.1798871565262,3.3012500000000005,2.6393750000000002,-1.5073750000000001,11.426874999999999,-0.51,-0.13,-0.47,ankle
2022-12-08 21:25:46+00:00,49.26503443162305,-123.1798793796112,1.3039534883720931,1.7584883720930236,-0.47918604651162794,10.425232558139536,-0.31,-0.01,-0.67,ankle
2022-12-08 21:25:47+00:00,49.265035029482895,-123.17986171220764,2.380240963855422,0.7448192771084338,-1.232409638554217,13.123253012048194,-0.14,0.02,-0.8,ankle
2022-12-08 21:25:48+00:00,49.265035365660765,-123.17986125269852,3.4566250000000003,-2.602375,-0.5175,9.756125,-0.11,-0.04,-0.69,ankle
2022-12-08 21:25:49+00:00,49.265035365660765,-123.17986125269852,1.7875641025641027,0.08076923076923077,-0.9379487179487179,10.889102564102565,-0.03,-0.15,-0.56,ankle
2022-12-08 21:25:50+00:00,49.26504300503492,-123.17983763771277,1.6603797468354429,3.3226582278481014,-0.6618987341772152,10.623544303797468,-0.09,-0.26,-0.4,ankle
2022-12-08 21:25:51+00:00,49.265050091846746,-123.17981115255036,3.0936250000000003,0.915,-1.0631249999999999,11.736875000000001,-0.12,-0.29,-0.24,ankle
2022-12-08 21:25:52+00:00,49.26505599975732,-123.1797897780334,2.2403488372093023,-0.972906976744186,-1.4843023255813954,10.992790697674419,-0.21,-0.51,-0.12,ankle
2022-12-08 21:25:53+00:00,49.26505596341378,-123.17975941631586,2.6512048192771087,-2.647590361445783,-0.009999999999999995,9.182530120481928,-0.27,-0.63,0.1,ankle
2022-12-08 21:25:54+00:00,49.26505606259984,-123.17973245292102,2.352873563218391,1.4828735632183907,-0.7604597701149425,10.979885057471265,-0.34,-0.38,0.43,ankle
2022-12-08 21:25:55+00:00,49.26505291278768,-123.17969825265696,2.194698795180723,2.835542168674699,-1.5560240963855423,10.40855421686747,-0.73,-0.51,0.76,ankle
2022-12-08 21:25:56+00:00,49.265051591750776,-123.1796858711505,2.338192771084337,0.9891566265060242,-0.6622891566265061,13.249277108433736,-0.89,-0.6,1.3,ankle
2022-12-08 21:25:57+00:00,49.2650513201534,-123.17965215695624,2.360246913580247,0.807530864197531,-1.484320987654321,12.654320987654321,-0.88,-0.96,1.46,ankle
2022-12-08 21:25:58+00:00,49.26506044680392,-123.17962795449152,3.4391666666666665,-2.766785714285714,1.4798809523809524,9.48607142857143,-0.73,-0.48,0.87,ankle
2022-12-08 21:25:59+00:00,49.26506315682225,-123.17961081282569,1.508375,-0.6457499999999999,-0.97575,9.943125,-0.66,-0.49,0.17,ankle
2022-12-08 21:26:00+00:00,49.26506475512053,-123.1795807899681,2.7804819277108432,2.917590361445783,-0.6168674698795181,10.877349397590361,-0.48,-0.39,-0.47,ankle
2022-12-08 21:26:01+00:00,49.26506707409606,-123.17956098587732,1.9154545454545455,1.7335064935064934,-1.81012987012987,11.722727272727273,-0.41,-0.23,-0.76,ankle
2022-12-08 21:26:02+00:00,49.2650653787952,-123.17953262245946,3.0548148148148146,-0.6218518518518518,-0.5216049382716049,12.855802469135801,-0.44,-0.26,-0.86,ankle
2022-12-08 21:26:03+00:00,49.26506241861306,-123.17951453027898,2.119493670886076,-4.296202531645569,0.22632911392405058,9.416708860759494,-0.36,-0.06,-0.86,ankle
2022-12-08 21:26:04+00:00,49.26507570565381,-123.1794916526078,3.218441558441558,3.2275324675324675,-0.44766233766233765,11.023636363636363,-0.26,0.04,-0.79,ankle
2022-12-08 21:26:05+00:00,49.265081082650944,-123.17946542136696,-0.232987012987013,2.326753246753247,-3.944675324675325,11.456493506493507,-0.16,0.07,-0.55,ankle
2022-12-08 21:26:06+00:00,49.26508425061505,-123.1794405252,2.692597402597402,-0.6231168831168832,0.20389610389610394,13.455584415584415,0.02,0.05,-0.15,ankle
2022-12-08 21:26:07+00:00,49.26508974489024,-123.17941927272078,2.323625,-3.68775,0.019499999999999976,9.02225,0.21,-0.05,0.33,ankle
2022-12-08 21:26:08+00:00,49.26509010021092,-123.17939420632466,3.01275,2.088,-0.9643750000000001,10.969,0.36,-0.11,0.77,ankle
2022-12-08 21:26:09+00:00,49.265091679102206,-123.17938097570868,0.8116049382716051,2.531975308641975,-1.2687654320987654,9.169629629629629,0.46,-0.11,0.99,ankle
2022-12-08 21:26:10+00:00,49.26509039738016,-123.17937962428364,2.245625,1.06775,-2.1396249999999997,13.244625,0.58,-0.09,0.98,ankle
2022-12-08 21:26:11+00:00,49.26509450533219,-123.17938751452492,3.38675,-1.6010000000000002,1.246625,10.07025,0.71,-0.12,0.87,ankle
2022-12-08 21:26:12+00:00,49.26509450533219,-123.17938751452492,1.1890697674418604,-0.8848837209302325,-0.8874418604651164,8.88639534883721,0.86,-0.24,0.77,ankle
2022-12-08 21:26:13+00:00,49.26509450533219,-123.17938751452492,3.299647058823529,2.6838823529411764,-1.9209411764705882,11.420823529411765,0.96,-0.45,0.74,ankle
2022-12-08 21:26:14+00:00,49.26509450533219,-123.17938751452492,0.6448192771084337,1.8568674698795182,-0.9301204819277109,11.20855421686747,1.0,-0.59,0.81,ankle
2022-12-08 21:26:15+00:00,49.26509450533219,-123.17938751452492,3.0393103448275864,0.7865517241379311,-1.2060919540229886,11.638390804597702,0.98,-0.68,0.81,ankle
2022-12-08 21:26:16+00:00,49.26509450533219,-123.17938751452492,3.144235294117647,-1.924235294117647,-0.6595294117647059,10.26164705882353,0.88,-0.75,0.64,ankle
2022-12-07 13:25:56+00:00,49.26505830703682,-123.17987919549115,-0.4708,0.7392,-0.3712,2.3618,1.17,0.19,2.27,hand
2022-12-07 13:25:57+00:00,49.26505135068278,-123.17989978772415,0.5981000000000001,0.3519,0.2618,2.1378,1.35,0.29,2.5,hand
2022-12-07 13:25:58+00:00,49.26506744385527,-123.17990916885532,0.1396,-0.09820000000000001,0.22180000000000002,2.5294,1.47,0.32,2.73,hand
2022-12-07 13:25:59+00:00,49.26507808857955,-123.17990801407424,0.23039603960396038,-0.05376237623762376,0.2411881188118812,2.847920792079208,1.54,0.32,2.94,hand
2022-12-07 13:26:00+00:00,49.265094267473245,-123.17989556701804,1.0048181818181818,-1.018090909090909,0.12972727272727272,3.999727272727273,1.57,0.25,3.11,hand
2022-12-07 13:26:01+00:00,49.26511159089099,-123.17982804624046,1.859,-0.6091,-2.6911,8.324,1.57,0.14,3.23,hand
2022-12-07 13:26:02+00:00,49.26511171002671,-123.17978623134898,1.8632038834951457,-0.6848543689320388,-4.055242718446602,7.9403883495145635,1.55,0.03,3.31,hand
2022-12-07 13:26:03+00:00,49.26512988436373,-123.1797048859124,0.32673267326732675,-0.09099009900990097,0.22544554455445548,3.3089108910891087,1.52,-0.1,3.35,hand
2022-12-07 13:26:04+00:00,49.26512298341874,-123.17965629118216,-0.10171428571428572,0.30857142857142855,-0.3738095238095238,2.91,1.46,-0.21,3.38,hand
2022-12-07 13:26:05+00:00,49.26512455894558,-123.17962653819434,-0.693921568627451,-0.34450980392156866,0.21313725490196078,2.2694117647058825,1.39,-0.28,3.39,hand
2022-12-07 13:26:06+00:00,49.26513392920083,-123.1795936655202,-0.6302884615384615,0.3421153846153846,0.2185576923076923,1.9595192307692306,1.31,-0.32,3.37,hand
2022-12-07 13:26:07+00:00,49.2651236283573,-123.17956600488004,-0.5538461538461539,-0.11576923076923076,-0.13499999999999998,1.5860576923076921,1.24,-0.36,3.3,hand
2022-12-07 13:26:08+00:00,49.26513404700759,-123.17955769360114,-0.5496116504854369,-0.08310679611650486,0.22631067961165047,1.434368932038835,1.18,-0.36,3.24,hand
2022-12-07 13:26:09+00:00,49.26514125516746,-123.17953416402712,-0.47590000000000005,-0.0209,-0.2084,1.4275,1.13,-0.36,3.19,hand
2022-12-07 13:26:10+00:00,49.26513606594365,-123.17950609509192,-0.7111881188118812,-0.1617821782178218,0.35158415841584156,1.4825742574257426,1.09,-0.33,3.15,hand
2022-12-07 13:26:11+00:00,49.265137245124734,-123.17947933836086,-0.3642,-0.4929,-0.04290000000000001,1.2586,1.06,-0.28,3.12,hand
2022-12-07 13:26:12+00:00,49.26513464885996,-123.17945144680498,-0.3139814814814815,-0.3437962962962963,0.08046296296296296,0.958425925925926,1.04,-0.21,3.08,hand
2022-12-07 13:26:13+00:00,49.26512380103364,-123.1794314902684,-0.6050000000000001,0.10294642857142856,0.01830357142857142,1.1300000000000001,1.06,-0.13,3.03,hand
2022-12-07 13:26:14+00:00,49.26513310079323,-123.1794082540224,-0.34162790697674417,0.01674418604651163,-0.021472868217054263,0.6018604651162791,1.1,-0.04,2.97,hand
2022-12-07 13:26:15+00:00,49.26513384718218,-123.1793937867362,-0.19672131147540983,-0.001065573770491803,-0.05204918032786885,0.7491803278688525,1.17,0.02,2.9,hand
2022-12-07 13:26:16+00:00,49.265132910409214,-123.17936511171044,-0.13433333333333333,0.01941666666666667,-0.03783333333333334,0.40599999999999997,1.22,0.1,2.83,hand
2022-12-07 13:26:17+00:00,49.26513088331241,-123.17934297220935,-0.05730769230769231,-0.010923076923076923,-0.049692307692307695,0.4916923076923077,1.27,0.15,2.77,hand
2022-12-07 13:26:18+00:00,49.26512804632111,-123.17932828687027,-0.06746268656716418,-0.021865671641791047,-0.00753731343283582,0.2078358208955224,1.32,0.19,2.69,hand
2022-12-07 13:26:19+00:00,49.265131702250926,-123.17931238493078,-0.002770270270270271,-0.027364864864864863,-0.01952702702702703,0.11013513513513513,1.36,0.2,2.6,hand
2022-12-07 13:26:20+00:00,49.265130226363134,-123.17929153707163,-0.017919463087248323,-0.025167785234899327,-0.024966442953020137,0.07214765100671142,1.42,0.22,2.52,hand
2022-12-07 13:26:21+00:00,49.26512732178243,-123.1792654185142,-0.008543046357615894,-0.024304635761589404,-0.024370860927152318,0.08483443708609271,1.5,0.23,2.47,hand
2022-12-07 13:26:22+00:00,49.26512396666763,-123.17924015604612,-0.016026490066225165,-0.017417218543046356,-0.028145695364238412,0.11198675496688741,1.57,0.24,2.45,hand
2022-12-07 13:26:23+00:00,49.2651211170116,-123.17921743050832,0.004625,-0.023625,-0.0278125,0.11456250000000001,1.64,0.23,2.46,hand
2022-12-07 13:26:24+00:00,49.26511863471995,-123.17919397430953,0.07152046783625732,0.006608187134502922,-0.054327485380116954,0.295906432748538,1.65,0.24,2.47,hand
2022-12-07 13:26:25+00:00,49.26511773004109,-123.1791685250374,-0.4189411764705882,0.6608823529411765,-0.05935294117647059,2.2443529411764707,1.59,0.27,2.47,hand
2022-12-07 13:26:26+00:00,49.26511130139779,-123.1791456621998,0.22936416184971098,-0.17034682080924854,-0.038497109826589604,2.4765317919075143,1.48,0.28,2.44,hand
2022-12-07 13:26:27+00:00,49.26511564381193,-123.17911945483118,-0.3266279069767442,-0.22994186046511625,0.011337209302325575,2.0131976744186044,1.32,0.34,2.35,hand
