time,latitude,longitude
2022-12-07 13:25:54.1500,49.26505830703682,-123.17987919549117
2022-12-07 13:25:55.1480,49.26505830703682,-123.17987919549117
2022-12-07 13:25:56.1530,49.26505830703682,-123.17987919549117
2022-12-07 13:25:57.1550,49.26505135068278,-123.17989978772417
2022-12-07 13:25:58.1490,49.265067443855266,-123.17990916885533
2022-12-07 13:25:59.1490,49.26507808857955,-123.17990801407424
2022-12-07 13:26:00.1470,49.265094267473245,-123.17989556701804
2022-12-07 13:26:01.1530,49.26511159089099,-123.17982804624046
2022-12-07 13:26:02.1500,49.26511171002671,-123.17978623134898
2022-12-07 13:26:03.1490,49.26512988436373,-123.17970488591241
2022-12-07 13:26:04.1480,49.26512298341874,-123.17965629118216
2022-12-07 13:26:05.1490,49.26512455894558,-123.17962653819434
2022-12-07 13:26:06.1520,49.26513392920083,-123.17959366552019
2022-12-07 13:26:07.1520,49.2651236283573,-123.17956600488003
2022-12-07 13:26:08.1470,49.265134047007585,-123.17955769360114
2022-12-07 13:26:09.1480,49.26514125516746,-123.17953416402712
2022-12-07 13:26:10.1490,49.26513606594365,-123.17950609509192
2022-12-07 13:26:11.1460,49.265137245124734,-123.17947933836086
2022-12-07 13:26:12.1470,49.26513464885996,-123.17945144680498
2022-12-07 13:26:13.1490,49.26512380103364,-123.1794314902684
2022-12-07 13:26:14.1490,49.26513310079323,-123.1794082540224
2022-12-07 13:26:15.1510,49.26513384718218,-123.17939378673621
2022-12-07 13:26:16.1510,49.265132910409214,-123.17936511171045
2022-12-07 13:26:17.1480,49.26513088331241,-123.17934297220935
2022-12-07 13:26:18.1480,49.26512804632111,-123.17932828687029
2022-12-07 13:26:19.1500,49.265131702250926,-123.17931238493078
2022-12-07 13:26:20.1500,49.265130226363134,-123.17929153707163
2022-12-07 13:26:21.1510,49.26512732178243,-123.17926541851419
2022-12-07 13:26:22.1490,49.26512396666763,-123.17924015604612
2022-12-07 13:26:23.1500,49.265121117011596,-123.17921743050833
2022-12-07 13:26:24.1500,49.26511863471995,-123.17919397430953
2022-12-07 13:26:25.1540,49.265117730041084,-123.17916852503741
2022-12-07 13:26:26.1480,49.26511130139779,-123.17914566219979
2022-12-07 13:26:27.1520,49.26511564381193,-123.17911945483118
2022-12-07 13:26:28.1510,49.265115006052454,-123.17909328453153
2022-12-07 13:26:29.1510,49.26511281303469,-123.17907116660764
2022-12-07 13:26:30.1510,49.26511533121957,-123.17904905736512
2022-12-07 13:26:31.1490,49.2651222602299,-123.17902157131142
2022-12-07 13:26:32.1530,49.26512242120898,-123.17899983477882
2022-12-07 13:26:33.1500,49.26512756334222,-123.17897196158755
2022-12-07 13:26:34.1500,49.26512390575054,-123.17895629224432
2022-12-07 13:26:35.1490,49.26512376021046,-123.17893593117576
2022-12-07 13:26:36.1490,49.26512546856612,-123.17890536901004
2022-12-07 13:26:37.1480,49.26512717545011,-123.1788927071372
2022-12-07 13:26:38.1460,49.26513282212849,-123.17887314052192
2022-12-07 13:26:39.1500,49.265132133605164,-123.17884230420879
2022-12-07 13:26:40.1510,49.265131775667705,-123.17882382731143
2022-12-07 13:26:41.1500,49.265131267586774,-123.17880393055852
2022-12-07 13:26:42.1510,49.265133524086636,-123.17877258681544
2022-12-07 13:26:43.1500,49.265138789589706,-123.17875854788393
2022-12-07 13:26:44.1480,49.265135293073165,-123.17873147362428
2022-12-07 13:26:45.1500,49.26513602579347,-123.17871335647231
2022-12-07 13:26:46.1500,49.265132933838984,-123.17868967616265
2022-12-07 13:26:47.1520,49.26512902994926,-123.17866750184042
2022-12-07 13:26:48.2270,49.26513132074179,-123.17864429354215
2022-12-07 13:26:49.1500,49.26513323140883,-123.1786168391381
2022-12-07 13:26:50.1480,49.26513208885024,-123.1785949426757
2022-12-07 13:26:51.1480,49.265135491464946,-123.17856792757595
2022-12-07 13:26:52.1510,49.265131424051155,-123.17855052229928
2022-12-07 13:26:53.1500,49.26513481175598,-123.17852040431127
2022-12-07 13:26:54.1500,49.2651349420856,-123.17850304856947
2022-12-07 13:26:55.1510,49.26513478456277,-123.17848066990292
2022-12-07 13:26:56.1520,49.26513572494408,-123.17845865307648
2022-12-07 13:26:57.1480,49.26513752490186,-123.17843838048894
2022-12-07 13:26:58.1490,49.26513878783774,-123.17840820803913
2022-12-07 13:26:59.1510,49.265135138713546,-123.17839571651479
2022-12-07 13:27:00.1520,49.26513425641234,-123.17837426360535
2022-12-07 13:27:01.1510,49.265132526017304,-123.17835312470758
2022-12-07 13:27:02.1510,49.26513900710537,-123.17833288862577
2022-12-07 13:27:03.1520,49.26513906456307,-123.17831317295217
2022-12-07 13:27:04.1530,49.26514215975256,-123.17828859059928
2022-12-07 13:27:05.1550,49.265154171173776,-123.17827132066867
2022-12-07 13:27:06.1520,49.26515583584007,-123.17824692399616
2022-12-07 13:27:07.1570,49.26515664422505,-123.17822956760979
2022-12-07 13:27:08.1500,49.26515765761689,-123.1782081796642
2022-12-07 13:27:09.1530,49.26515570400108,-123.17818460115416
2022-12-07 13:27:10.1500,49.26515471666869,-123.17815591770066
2022-12-07 13:27:11.1570,49.265149380521024,-123.17813711701528
2022-12-07 13:27:12.1510,49.26514597316602,-123.17811512881822
2022-12-07 13:27:13.1550,49.26513954436137,-123.17809742599611
2022-12-07 13:27:14.1540,49.26514109859911,-123.17808132341536
2022-12-07 13:27:15.1540,49.26514377376869,-123.17805809218049
2022-12-07 13:27:16.1520,49.2651412863495,-123.17803434527097
2022-12-07 13:27:17.1530,49.2651434024837,-123.17801790799263
2022-12-07 13:27:18.1480,49.265144082100406,-123.1780099225775
2022-12-07 13:27:19.1510,49.26514467103377,-123.1780140652301
2022-12-07 13:27:20.1490,49.26514473901885,-123.17801371118603
2022-12-07 13:27:21.1530,49.26514454459631,-123.17801247021671
2022-12-07 13:27:22.1510,49.26514410329434,-123.17800482591193
2022-12-07 13:27:23.1540,49.265140939549546,-123.17798275632647
2022-12-07 13:27:24.1490,49.265138883470165,-123.17796325361716
2022-12-07 13:27:25.1510,49.2651365420692,-123.17793789123036
2022-12-07 13:27:26.1520,49.26512014753215,-123.17792209761053
2022-12-07 13:27:27.1510,49.26509987173849,-123.17792186599908
2022-12-07 13:27:28.1520,49.26508688447935,-123.17792569765331
2022-12-07 13:27:29.1510,49.26506391971277,-123.17793324602562
2022-12-07 13:27:30.1540,49.2650461486411,-123.17793203653439
2022-12-07 13:27:31.1500,49.26503779891594,-123.17793018734586
2022-12-07 13:27:32.1510,49.26502596519114,-123.17792484033654
2022-12-07 13:27:33.1520,49.26499463867791,-123.17791834086466
2022-12-07 13:27:34.1480,49.26497910419809,-123.17791750092601
2022-12-07 13:27:35.1540,49.26497346069,-123.1779216427571
2022-12-07 13:27:36.1550,49.264957208930404,-123.17791641220569
2022-12-07 13:27:37.1560,49.2649380666457,-123.17791116140326
2022-12-07 13:27:38.1570,49.26492229195034,-123.17791324763691
2022-12-07 13:27:39.1500,49.26490618238963,-123.17791396974124
2022-12-07 13:27:40.1540,49.26489030590904,-123.1779090750386
2022-12-07 13:27:41.1530,49.26487688682882,-123.177912432638
2022-12-07 13:27:42.1470,49.26485802148301,-123.17790250879732
2022-12-07 13:27:43.1460,49.26484342469072,-123.17790757973401
2022-12-07 13:27:44.1500,49.26483064062872,-123.1779009232093
2022-12-07 13:27:45.1530,49.26481404024597,-123.17791155976809
2022-12-07 13:27:46.1560,49.2648007428053,-123.177912328848
2022-12-07 13:27:47.1560,49.26478844423945,-123.17790943562551
2022-12-07 13:27:48.1540,49.264770890251775,-123.17790396185968
2022-12-07 13:27:49.1540,49.26475241411801,-123.1779121176947
2022-12-07 13:27:50.1520,49.264737910818454,-123.17792218538376
2022-12-07 13:27:51.1510,49.26472217928108,-123.17792899312734
2022-12-07 13:27:52.1510,49.264709989655685,-123.17793866074294
2022-12-07 13:27:53.1520,49.26469592599567,-123.17794451657336
2022-12-07 13:27:54.1500,49.26468177254132,-123.17794838302218
2022-12-07 13:27:55.1470,49.26466673773716,-123.17794966569969
2022-12-07 13:27:56.1500,49.26464771221149,-123.17793981166783
2022-12-07 13:27:57.1480,49.264634203920146,-123.17793842568678
2022-12-07 13:27:58.1520,49.26462115765161,-123.17793542326613
2022-12-07 13:27:59.1490,49.26460859550017,-123.17793786495776
2022-12-07 13:28:00.1490,49.26459481869774,-123.1779368452516
2022-12-07 13:28:01.1510,49.264581060196576,-123.17793546778222
2022-12-07 13:28:02.1520,49.26456298275621,-123.17792593682975
2022-12-07 13:28:03.1530,49.26454827378123,-123.17792057579425
2022-12-07 13:28:04.1500,49.26453231600889,-123.17791706975524
2022-12-07 13:28:05.1560,49.264519497016316,-123.17791611515257
2022-12-07 13:28:06.1510,49.264504765162606,-123.17791050385154
2022-12-07 13:28:07.1490,49.264491084119506,-123.1779010547549
2022-12-07 13:28:08.1480,49.264475228559135,-123.17790388345422
2022-12-07 13:28:09.1500,49.26445912187388,-123.1778977539961
2022-12-07 13:28:10.1570,49.26444816582216,-123.17789908068546
2022-12-07 13:28:11.1550,49.26443281165336,-123.17790131042194
2022-12-07 13:28:12.1480,49.26441468558726,-123.17792684774534
2022-12-07 13:28:13.1490,49.264407166893314,-123.17794820984393
2022-12-07 13:28:14.1500,49.26439773667059,-123.17797140035556
2022-12-07 13:28:15.1530,49.26438978871407,-123.1779829053397
2022-12-07 13:28:16.1570,49.26438766023116,-123.17801200087335
2022-12-07 13:28:17.1470,49.26438273666128,-123.17803185101826
2022-12-07 13:28:18.9790,49.26437273491936,-123.17804967094597
2022-12-07 13:28:19.1490,49.264369159648886,-123.17806927500632
2022-12-07 13:28:20.1520,49.264361620431956,-123.17809382756971
2022-12-07 13:28:21.1540,49.264353366669084,-123.17811945786463
2022-12-07 13:28:22.1520,49.26435165230457,-123.17814387251926
2022-12-07 13:28:23.1480,49.26434650810565,-123.17816961747323
2022-12-07 13:28:24.1540,49.26434845497941,-123.17818856124455
2022-12-07 13:28:25.1550,49.26434391864914,-123.17820167725696
2022-12-07 13:28:26.1540,49.264341868825724,-123.17823575216268
2022-12-07 13:28:27.1570,49.26433917899782,-123.17826056361375
2022-12-07 13:28:28.1560,49.26433717875896,-123.17829268486221
2022-12-07 13:28:29.1550,49.26433520500681,-123.17830799495124
2022-12-07 13:28:30.1540,49.26433008763225,-123.17833672572027
2022-12-07 13:28:31.1580,49.26432617752766,-123.1783571455475
2022-12-07 13:28:32.1550,49.26431630188028,-123.17837916223915
2022-12-07 13:28:33.1520,49.26431404389552,-123.17840322628032
2022-12-07 13:28:34.1500,49.26431270030396,-123.17843041797433
2022-12-07 13:28:35.1470,49.26431150148692,-123.1784548064398
2022-12-07 13:28:36.1490,49.26430974073702,-123.17848059907169
2022-12-07 13:28:37.1570,49.264306034680125,-123.17850285373336
2022-12-07 13:28:38.1530,49.26430485594691,-123.17852714948978
2022-12-07 13:28:39.1540,49.26430341354873,-123.17854642510349
2022-12-07 13:28:40.1460,49.264301759258906,-123.17856340675965
2022-12-07 13:28:41.1500,49.26429759389851,-123.1785830540251
2022-12-07 13:28:42.1530,49.264293810787905,-123.17860669262187
2022-12-07 13:28:43.6640,49.264285587755865,-123.17862843058381
2022-12-07 13:28:44.1540,49.264283884655065,-123.1786493498147
2022-12-07 13:28:45.1490,49.26427540674877,-123.17867322696814
2022-12-07 13:28:46.1520,49.26427173580617,-123.1786901675286
2022-12-07 13:28:47.1540,49.264267987992916,-123.17871548958067
2022-12-07 13:28:48.1550,49.264262707599975,-123.17873627987142
2022-12-07 13:28:49.1570,49.2642552498914,-123.17876054042227
2022-12-07 13:28:50.1590,49.26424957473056,-123.17877947609998
2022-12-07 13:28:51.1560,49.26424700817759,-123.17880341932951
2022-12-07 13:28:52.1530,49.26424522853341,-123.1788186527073
2022-12-07 13:28:53.1550,49.26424448178693,-123.17884102154078
2022-12-07 13:28:54.1550,49.26424025778832,-123.17886312988152
2022-12-07 13:28:55.1990,49.26423812934444,-123.17888116571906
2022-12-07 13:28:56.1560,49.264235570633,-123.178902008713
2022-12-07 13:28:57.1560,49.264231691212345,-123.17891415155918
2022-12-07 13:28:58.1540,49.26423059702291,-123.17892838343616
2022-12-07 13:28:59.1520,49.26422777013519,-123.17894569060236
2022-12-07 13:29:00.1530,49.26423212189342,-123.1789698987351
2022-12-07 13:29:01.1500,49.264234553692475,-123.17899483497091
2022-12-07 13:29:02.1580,49.26423620978569,-123.17900986441364
2022-12-07 13:29:03.1520,49.264230647109166,-123.17903518214891
2022-12-07 13:29:04.1560,49.264230695706765,-123.17905283844054
2022-12-07 13:29:05.1540,49.26423613368284,-123.17907593154676
2022-12-07 13:29:06.1520,49.26424962679494,-123.17909451363128
2022-12-07 13:29:07.1580,49.26426305022648,-123.17911803963568
2022-12-07 13:29:08.1560,49.26426480154999,-123.17914198374338
2022-12-07 13:29:09.1570,49.264271627771734,-123.17916292274984
2022-12-07 13:29:10.1540,49.264271612584096,-123.1791809722628
2022-12-07 13:29:11.1530,49.264275705992794,-123.17919413688705
2022-12-07 13:29:12.1520,49.264281365227674,-123.17921422108626
2022-12-07 13:29:13.1520,49.26428382442809,-123.17923458873311
2022-12-07 13:29:14.1530,49.2642915045523,-123.17926575967245
2022-12-07 13:29:15.1550,49.26429603637303,-123.17929281629905
2022-12-07 13:29:16.1560,49.26429775405432,-123.17931127584184
2022-12-07 13:29:17.1570,49.264306280633754,-123.17933567595506
2022-12-07 13:29:18.1560,49.26430895116404,-123.17935358857363
2022-12-07 13:29:19.1590,49.26431173542922,-123.179375393152
2022-12-07 13:29:20.1530,49.26431239810358,-123.17939898650545
2022-12-07 13:29:21.1560,49.264315650467864,-123.17942628388768
2022-12-07 13:29:22.1550,49.26430736435729,-123.17944309974082
2022-12-07 13:29:23.1540,49.26431180487086,-123.1794663270743
2022-12-07 13:29:24.1520,49.264307301786346,-123.17948392982126
2022-12-07 13:29:25.1530,49.26430315788378,-123.17950099506254
2022-12-07 13:29:26.1510,49.26430585688097,-123.17952196122918
2022-12-07 13:29:27.1560,49.264314040104225,-123.17954165604934
2022-12-07 13:29:28.1550,49.264317843656755,-123.17956468725856
2022-12-07 13:29:29.1550,49.26432234820087,-123.17958507525616
2022-12-07 13:29:30.1580,49.26432939257448,-123.17960122597911
2022-12-07 13:29:31.1600,49.26433827314205,-123.17961852901776
2022-12-07 13:29:32.1550,49.264352680983706,-123.17963125192905
2022-12-07 13:29:33.1560,49.26436842438535,-123.17964396286945
2022-12-07 13:29:34.1560,49.264375657730746,-123.17965514453363
2022-12-07 13:29:35.1550,49.26438662339032,-123.17967287934273
2022-12-07 13:29:36.1550,49.264403002603785,-123.17967749636331
2022-12-07 13:29:37.1540,49.26441441370272,-123.17968985011414
2022-12-07 13:29:38.1570,49.26443184371167,-123.17970152642557
2022-12-07 13:29:39.1530,49.26445055379804,-123.17970440408685
2022-12-07 13:29:40.1560,49.26446533541418,-123.17971078615182
2022-12-07 13:29:41.1560,49.26448572267168,-123.17971019694801
2022-12-07 13:29:42.1540,49.264499970867774,-123.17971047914473
2022-12-07 13:29:43.2310,49.264518331818174,-123.17971271798035
2022-12-07 13:29:44.1490,49.2645382762193,-123.17972986564311
2022-12-07 13:29:45.1520,49.264560583807395,-123.17973196365196
2022-12-07 13:29:46.1500,49.26457579215435,-123.17973366887834
2022-12-07 13:29:47.1550,49.26459139100988,-123.17975253478417
2022-12-07 13:29:48.1550,49.264613460757076,-123.17975651586917
2022-12-07 13:29:49.1530,49.26462999523701,-123.17975733291172
2022-12-07 13:29:50.1500,49.264644746143055,-123.17975935766326
2022-12-07 13:29:51.1520,49.26465998438175,-123.17976206896516
2022-12-07 13:29:52.1490,49.26467506222694,-123.1797658246989
2022-12-07 13:29:53.1560,49.264687688058196,-123.1797753673757
2022-12-07 13:29:54.1500,49.26470449247978,-123.17978360517554
2022-12-07 13:29:55.1580,49.264715007483794,-123.17978313197358
2022-12-07 13:29:56.1560,49.264734119415266,-123.17979198474018
2022-12-07 13:29:57.1560,49.26474068153892,-123.17980258576173
2022-12-07 13:29:58.1560,49.264752177181435,-123.17981054070573
2022-12-07 13:29:59.1560,49.2647626754713,-123.1798116788275
2022-12-07 13:30:00.1530,49.26477013521253,-123.17981804030744
2022-12-07 13:30:01.1490,49.26478415232501,-123.17982365847172
2022-12-07 13:30:02.1530,49.26480011800522,-123.17982607154217
2022-12-07 13:30:03.1510,49.264812181960615,-123.17983067352883
2022-12-07 13:30:04.1540,49.264825805114654,-123.17983792008077
2022-12-07 13:30:05.1470,49.26484185264226,-123.17984287032523
2022-12-07 13:30:06.1570,49.26486100415894,-123.17984811899706
2022-12-07 13:30:07.1510,49.26487000126543,-123.17985012421106
2022-12-07 13:30:08.1570,49.264878199781585,-123.1798487474226
2022-12-07 13:30:09.1520,49.26488703071357,-123.1798472827245
2022-12-07 13:30:10.1530,49.2649118909523,-123.17984616515595
2022-12-07 13:30:11.1560,49.26493213594644,-123.17984711429253
2022-12-07 13:30:12.1540,49.264945130041085,-123.17984669005288
2022-12-07 13:30:13.1530,49.264956084372116,-123.17984354934198
2022-12-07 13:30:14.1530,49.26497132851741,-123.17984242442179
2022-12-07 13:30:15.1540,49.26498010845236,-123.17984361939214
2022-12-07 13:30:16.1520,49.2649966760762,-123.17984431916624
2022-12-07 13:30:17.1530,49.26501204938864,-123.17984154909097
2022-12-07 13:30:18.1560,49.26502831363001,-123.17984396699711
2022-12-07 13:30:19.1500,49.26504575164814,-123.17984468329927
2022-12-07 13:30:20.1580,49.26505836584129,-123.17985351835215
2022-12-07 13:30:21.1570,49.265068487333075,-123.17984993661041
2022-12-07 13:30:22.1540,49.26507662063907,-123.17984994795131
2022-12-07 13:30:23.1550,49.26507595926248,-123.17984962034646
2022-12-07 13:30:24.1520,49.265075215995,-123.17984981556917
2022-12-07 13:30:25.1560,49.265078118099225,-123.17984752464366
2022-12-07 13:30:26.1550,49.265077833922525,-123.17984648982758
2022-12-07 13:30:27.1540,49.265081804316935,-123.17984973256269
2022-12-07 13:30:28.1550,49.26508568511539,-123.1798448688105
2022-12-07 13:30:29.1490,49.26509663849841,-123.17982655440882
2022-12-07 13:30:30.1480,49.26511512532918,-123.17978866509162
2022-12-07 13:30:31.1550,49.265121225126826,-123.17974692017017
2022-12-07 13:30:32.1580,49.26512744228393,-123.17971027870435
2022-12-07 13:30:33.1580,49.26512671071215,-123.17967894506118
2022-12-07 13:30:34.1530,49.26512564950981,-123.17966507420651
2022-12-07 13:30:35.1550,49.26512927872242,-123.179637693697
2022-12-07 13:30:36.1500,49.265121038989605,-123.17960796093871
2022-12-07 13:30:37.1570,49.26512039513297,-123.17958526514751
2022-12-07 13:30:38.1510,49.26512499226025,-123.17954976264602
2022-12-07 13:30:39.1560,49.26512349773281,-123.17953581282629
2022-12-07 13:30:40.1540,49.26512871261008,-123.17950966559016
2022-12-07 13:30:41.1540,49.265125339942415,-123.1794798530724
2022-12-07 13:30:42.1510,49.26512262190748,-123.17946286428187
2022-12-07 13:30:43.1490,49.26511633244584,-123.17945792827423
2022-12-07 13:30:44.1560,49.265105850213004,-123.17946937533152
2022-12-07 13:30:45.1560,49.265104285968114,-123.17947000874705
2022-12-07 13:30:46.1550,49.26511198470329,-123.17946526150591
